#Note: distances quoted are in parsecs, Gaia distances are from Bailer-Jones+2018;
# primary and secondary eclipse depths and morphology are taken from Villanova EB catalogue;
# ETV flag from visual inspection, where 0=False, 1=True, and keywords 'b', 'r', 'c' refer
# to triple identification by Borkovits+2016, Rappaport+2012, Conroy+2014, respectively.
#KIC keblat_dist keblat_dist_err gaia_dist gaia_dist_err rel_dist_err pe_depth se_depth morph etv_flag
6042116 1266.80 13.31 1424.72 47.95 0.1108 0.073 0.045 0.27 1
6042663 1226.78 9.62 1091.15 39.77 0.1243 0.217 0.073 0.07 0
6058875 1371.50 80.56 -99.99 -99.99 -99.99 0.255 0.217 0.51 0
6063448 1678.07 108.31 1977.24 848.62 0.1513 0.078 0.009 0.03 0
6066379 4606.19 652.46 -99.99 -99.99 -99.99 0.126 0.022 0.55 0
6109688 682.02 11.27 895.54 19.47 0.2384 0.107 0.006 0.18 0
6128027 1481.22 17.63 1418.78 146.80 0.0440 0.100 0.005 0.13 0
6131659 241.19 9.94 3527.29 2415.41 0.9316 0.321 0.104 0.09 0
6182849 992.34 10.18 934.73 12.91 0.0616 0.351 0.111 0.21 0
6205460 1722.59 79.46 796.90 14.14 1.1616 0.623 0.134 0.58 0
6220470 2392.78 33.56 2268.56 104.59 0.0548 0.096 0.012 0.33 0
6228703 1075.03 68.04 1127.55 31.81 0.0466 0.079 0.046 0.21 0
6233903 4589.72 217.19 5178.00 1609.72 0.1136 0.155 0.141 0.36 0
6286161 6205.77 635.21 3491.39 748.51 0.7774 0.215 0.075 0.09 0
6301030 2105.04 169.66 3674.50 1709.91 0.4271 0.252 0.274 0.14 0
6307537 856.67 25.85 885.11 20.03 0.0321 0.179 0.066 0.25 0
6311637 1218.24 27.38 1091.12 16.32 0.1165 0.128 0.036 0.56 0
6312521 2274.98 103.52 786.21 1967.05 1.8936 0.093 0.041 0.32 0
6314173 5415.33 583.68 5335.88 2580.54 0.0149 0.284 0.052 0.58 0
6359798 588.86 16.04 626.03 8.42 0.0594 0.056 0.023 0.08 0
6362386 1011.94 31.56 1023.89 21.84 0.0117 0.094 0.004 0.32 0
6363494 4380.42 102.18 4662.05 561.84 0.0604 0.070 0.062 0.48 0
6367628 2736.78 23.32 1805.22 65.20 0.5160 0.379 0.148 0.59 0
6431670 1741.24 32.07 1730.73 114.39 0.0061 0.337 0.297 0.05 0
6448768 1274.86 12.75 1459.37 40.32 0.1264 0.053 0.004 0.13 0
6449358 790.57 8.56 815.95 17.69 0.0311 0.131 0.012 0.31 1
6449552 1263.85 38.47 967.85 22.54 0.3058 0.478 0.102 0.09 0
6464285 684.82 15.94 738.46 11.09 0.0726 0.296 0.068 0.55 1
6466939 1113.14 209.69 712.23 9.70 0.5629 0.397 0.334 0.41 0
6468938 836.24 11.65 906.02 13.93 0.0770 0.075 0.060 0.16 0
6470516 1502.60 165.15 9571.64 3438.54 0.8430 0.556 0.049 0.56 0
6521542 1254.49 12.43 1239.61 24.28 0.0120 0.382 0.337 0.31 0
6522750 260.91 3.41 257.72 1.71 0.0124 0.300 0.152 0.09 0
6525196 200.98 17.13 194.60 1.27 0.0328 0.155 0.142 0.36 1brc
6525209 1368.67 19.64 1419.59 45.84 0.0359 0.124 0.041 0.08 0
6531496 2615.39 129.52 2629.24 305.18 0.0053 0.058 0.015 0.10 0
6543674 1403.91 34.41 1542.76 48.88 0.0900 0.372 0.374 0.53 1b
6545018 1090.58 14.62 1472.57 45.61 0.2594 0.277 0.219 0.42 1brc
6548447 1106.37 29.92 1083.63 33.01 0.0210 0.138 0.106 0.30 0
6591789 1843.46 49.94 1830.13 105.11 0.0073 0.353 0.111 0.25 0
6593363 558.71 2.40 554.27 7.79 0.0080 0.083 0.003 0.09 0
6594972 850.35 9.22 830.00 11.35 0.0245 0.408 0.097 0.13 0
6610219 904.22 6.02 1177.49 19.75 0.2321 0.332 0.290 0.20 1
6629588 2760.14 42.43 2016.57 88.72 0.3687 0.201 0.034 0.55 0
6672229 2031.40 36.74 2297.43 141.22 0.1158 0.258 0.153 0.09 0
6695889 2039.43 61.00 1561.71 70.30 0.3059 0.248 0.070 0.50 0
6697716 813.86 22.19 844.45 33.31 0.0362 0.196 0.098 0.44 0
6706287 564.25 29.25 489.64 4.28 0.1524 0.353 0.273 0.38 0
6762829 1267.88 23.35 1174.59 20.19 0.0794 0.031 0.001 0.15 0
6766748 1372.96 11.39 1359.71 25.20 0.0097 0.325 0.163 0.25 0
6778050 910.80 14.71 1067.00 25.71 0.1464 0.283 0.238 0.55 0
6778289 1074.54 8.17 1066.44 25.48 0.0076 0.263 0.162 0.11 0
6781535 1195.35 21.46 -99.99 -99.99 -99.99 0.057 0.030 0.12 0
6841577 1454.40 81.80 1236.83 32.38 0.1759 0.210 0.017 0.09 0
6859813 727.98 11.52 674.61 10.43 0.0791 0.194 0.007 0.13 0
6863840 1077.13 80.00 974.98 26.52 0.1048 0.392 0.341 0.31 0
6864859 575.67 7.13 658.71 10.55 0.1261 0.229 0.243 0.06 0
6877673 1324.82 6.69 1390.11 32.19 0.0470 0.266 0.200 0.11 1b
6891512 449.44 2.37 462.05 5.06 0.0273 0.342 0.347 0.45 0
6927629 1559.31 47.61 1875.78 99.01 0.1687 0.328 0.238 0.21 0
6939670 3518.56 135.73 2429.68 152.24 0.4482 0.065 0.025 0.33 0
6947666 1606.56 83.98 1645.79 98.58 0.0238 0.056 0.002 0.02 0
6948815 8535.23 243.85 2970.58 1036.81 1.8733 0.218 0.033 0.54 0
6949550 1557.22 20.88 1326.59 68.74 0.1738 0.322 0.303 0.15 0
6956216 1886.61 38.90 2243.57 89.12 0.1591 0.072 0.007 0.37 0
6962018 466.19 10.89 378.72 2.99 0.2310 0.510 0.280 0.45 0
7009828 5405.37 185.95 2700.64 175.74 1.0015 0.097 0.071 0.23 0
7021177 1729.37 15.53 2062.83 179.44 0.1617 0.376 0.241 0.06 1
7024530 889.72 39.23 1294.33 49.53 0.3126 0.118 0.007 0.02 0
7025540 996.01 33.00 859.45 26.28 0.1589 0.409 0.325 0.39 1
7025851 1075.72 9.60 1225.59 26.00 0.1223 0.235 0.204 0.31 0
7033748 3072.25 73.22 2260.88 93.29 0.3589 0.282 0.236 0.49 0
7037405 4489.43 195.99 1848.93 84.95 1.4281 0.069 0.019 0.16 0
7049486 1121.59 6.40 -99.99 -99.99 -99.99 0.070 0.036 0.09 0
7097571 1177.73 10.39 761.60 15.87 0.5464 0.132 0.049 0.55 0
7105574 1459.00 38.46 1391.26 35.06 0.0487 0.111 0.069 0.08 0
7108433 4079.76 72.48 2973.08 203.49 0.3722 0.489 0.118 0.55 0
7118545 1115.01 12.89 1180.60 21.68 0.0556 0.258 0.031 0.13 0
7121885 1979.92 46.38 2172.52 112.57 0.0887 0.200 0.031 0.05 0
7122259 3736.80 99.02 3312.54 352.53 0.1281 0.178 0.101 0.12 0
7125636 741.17 9.27 627.33 26.24 0.1815 0.184 0.157 0.14 0
7128918 2109.93 22.30 2192.04 244.14 0.0375 0.103 0.055 0.16 0
7129465 1169.50 27.37 1131.62 38.85 0.0335 0.275 0.216 0.24 0
7132542 2694.44 68.67 3356.11 451.71 0.1972 0.383 0.355 0.08 0
7133286 1867.16 52.68 1600.23 95.42 0.1668 0.086 0.017 0.29 0
7136958 1918.95 27.54 1815.77 111.25 0.0568 0.132 0.064 0.08 0
7137798 2382.54 79.34 1493.23 34.39 0.5956 0.196 0.043 0.51 1
7177553 290.01 13.39 -99.99 -99.99 -99.99 0.059 0.048 0.06 1b
7177892 551.56 21.97 462.16 5.48 0.1935 0.055 0.014 0.50 0
7199774 556.60 12.94 572.31 4.68 0.0275 0.051 0.002 0.16 0
7200102 1115.72 34.26 1186.53 35.78 0.0597 0.316 0.105 0.06 0
7203179 2265.45 19.50 1911.63 51.38 0.1851 0.475 0.195 0.56 0
7212722 1330.93 20.23 1118.85 24.34 0.1896 0.246 0.088 0.43 0
7257373 984.84 13.25 954.05 15.52 0.0323 0.415 0.399 0.25 1
7258889 1340.05 15.80 1115.49 28.30 0.2013 0.392 0.117 0.59 0
7336754 1406.14 15.91 1284.98 29.95 0.0943 0.081 0.028 0.16 0
7362852 2218.35 38.92 2731.47 178.14 0.1879 0.299 0.289 0.31 0
7365447 2138.82 57.95 3366.53 430.25 0.3647 0.123 0.036 0.38 0
7368103 3544.26 166.32 2239.08 91.85 0.5829 0.122 0.024 0.54 0
7369523 2286.94 20.77 2538.78 170.30 0.0992 0.275 0.284 0.40 0
7374746 1282.48 160.87 1375.30 87.13 0.0675 0.166 0.126 0.37 0
7376500 1409.98 44.49 1610.51 130.67 0.1245 0.272 0.085 0.20 0
7385478 806.91 12.31 591.69 12.11 0.3638 0.190 0.043 0.54 1b
7436177 2171.32 26.35 2014.07 81.06 0.0781 0.165 0.090 0.10 0
7541502 135.72 2.91 142.45 0.47 0.0473 0.227 0.024 0.03 0
7597703 2912.88 48.86 2537.13 187.88 0.1481 0.371 0.333 0.29 0
7605600 170.35 2.94 159.01 0.60 0.0713 0.175 0.048 0.19 0
7620844 760.43 16.04 842.87 17.29 0.0978 0.135 0.040 0.03 0
7624297 824.76 31.00 817.66 16.27 0.0087 0.159 0.010 0.07 0
7630658 1568.45 55.60 -99.99 -99.99 -99.99 0.148 0.121 0.47 1b
7670485 1203.59 15.58 -99.99 -99.99 -99.99 0.074 0.067 0.14 0
7670617 2507.00 138.70 1177.81 38.50 1.1285 0.260 0.032 0.07 1b
7671594 112.48 5.15 213.93 2.09 0.4742 0.115 0.077 0.34 0
7677005 831.73 14.02 860.15 16.30 0.0330 0.286 0.171 0.05 0
7691527 1150.89 31.78 1193.96 34.21 0.0361 0.257 0.212 0.18 0
7700578 2979.22 72.04 2194.29 96.55 0.3577 0.478 0.203 0.57 0
7708193 3732.84 72.59 -99.99 -99.99 -99.99 0.083 0.027 0.24 0
7732791 714.42 94.78 721.00 19.47 0.0091 0.123 0.116 0.34 0
7750740 1193.54 18.31 1226.92 31.83 0.0272 0.194 0.014 0.17 0
7751562 2093.48 28.05 2168.19 147.42 0.0345 0.054 0.002 0.13 0
7767733 1152.48 23.58 2349.24 216.03 0.5094 0.070 0.009 0.05 0
7770471 2409.34 76.99 1721.58 79.73 0.3995 0.589 0.161 0.57 0
7798259 777.88 19.22 828.52 20.97 0.0611 0.275 0.114 0.36 0
7812175 497.15 79.09 -99.99 -99.99 -99.99 0.078 0.017 0.06 1b
7816680 2218.89 63.74 2447.31 163.68 0.0933 0.120 0.091 0.18 0
7821010 349.42 2.08 356.84 4.69 0.0208 0.421 0.345 0.03 1b
7838639 946.87 11.82 1116.31 22.18 0.1518 0.059 0.054 0.27 0
7846730 1002.82 7.98 1057.93 19.14 0.0521 0.269 0.172 0.21 0
7885570 601.42 9.89 516.32 5.66 0.1648 0.164 0.079 0.58 0
7898576 1903.28 37.04 2161.12 83.47 0.1193 0.218 0.167 0.30 0
7919653 1410.09 20.23 1300.17 34.11 0.0845 0.103 0.083 0.38 0
7950775 1227.29 25.68 -99.99 -99.99 -99.99 0.057 0.024 0.12 0
7960547 817.50 11.61 886.40 11.13 0.0777 0.234 0.221 0.17 0
7970629 1531.38 9.93 1916.67 78.27 0.2010 0.111 0.106 0.47 0
7970760 1027.15 7.81 1102.03 20.02 0.0680 0.240 0.092 0.25 0
7985167 901.82 6.75 971.41 27.34 0.0716 0.082 0.039 0.47 0
7987749 745.11 23.79 819.75 15.57 0.0910 0.073 0.034 0.06 0
8008128 1359.05 23.02 2989.34 1192.84 0.5454 0.081 0.003 0.09 0
8009500 744.90 20.03 746.79 13.35 0.0025 0.174 0.009 0.02 0
8016214 2802.47 41.54 2250.51 82.28 0.2453 0.268 0.209 0.53 0
8019043 355.81 9.12 319.22 2.79 0.1146 0.071 0.005 0.34 0
8044608 850.32 15.09 868.68 12.55 0.0211 0.152 0.024 0.01 0
8081389 2042.16 40.98 1415.35 758.27 0.4429 0.410 0.103 0.56 0
8088354 775.06 8.74 794.37 9.46 0.0243 0.157 0.021 0.29 0
8097825 1255.67 14.63 1124.68 16.11 0.1165 0.188 0.125 0.51 0
8098300 890.12 8.84 947.04 21.00 0.0601 0.340 0.234 0.36 0
8111622 1166.86 24.21 1289.86 45.45 0.0954 0.318 0.028 0.07 0
8112013 662.02 7.29 674.65 10.51 0.0187 0.068 0.007 0.47 0
8128965 979.69 10.68 981.85 12.88 0.0022 0.211 0.093 0.29 0
8129189 1477.29 29.85 1134.37 28.88 0.3023 0.216 0.021 0.09 0
8143170 1145.53 22.46 913.70 21.00 0.2537 0.051 0.025 0.15 1b
8153568 7836.78 183.27 4589.37 476.79 0.7076 0.825 0.163 0.56 0
8155368 1279.65 80.41 1109.16 33.68 0.1537 0.209 0.072 0.57 0
8183389 775.00 20.13 1255.34 52.10 0.3826 0.268 0.023 0.02 0
8193315 1554.28 52.34 1543.52 50.49 0.0070 0.224 0.051 0.43 0
8195877 900.50 14.46 884.58 11.27 0.0180 0.075 0.048 0.48 0
8196180 990.79 11.05 549.00 211.97 0.8047 0.128 0.041 0.31 0
8210721 1372.20 51.87 1016.38 22.32 0.3501 0.066 0.003 0.08 1b
8211824 1618.36 56.61 1337.69 66.59 0.2098 0.076 0.078 0.59 0
8234477 2116.66 12.19 2121.82 65.16 0.0024 0.125 0.063 0.50 0
8240109 2844.79 51.44 2083.69 77.61 0.3653 0.113 0.036 0.56 0
8262223 943.20 9.68 988.73 23.82 0.0460 0.156 0.075 0.53 0
8264097 1699.97 107.54 1907.04 364.89 0.1086 0.209 0.016 0.31 0
8285254 4346.29 200.13 2487.70 172.58 0.7471 0.162 0.031 0.28 0
8296467 1145.18 34.75 1157.84 31.20 0.0109 0.419 0.297 0.16 0
8301013 1037.24 10.07 1058.75 16.64 0.0203 0.356 0.316 0.38 0
8302455 329.41 3.11 360.64 5.30 0.0866 0.090 0.090 0.29 0
8308347 5350.12 332.88 6893.22 1162.42 0.2239 0.064 0.034 0.15 0
8312222 2801.69 245.14 2004.69 130.25 0.3976 0.108 0.080 0.14 0
8314801 1503.62 52.30 1475.43 48.87 0.0191 0.230 0.226 0.09 0
8316503 1558.43 55.59 1270.64 27.77 0.2265 0.149 0.027 0.25 0
8330575 1286.48 13.02 1526.41 34.94 0.1572 0.055 0.056 0.51 0
8345358 2366.76 121.10 2873.24 342.47 0.1763 0.058 0.015 0.12 0
8356054 1338.13 32.98 1279.69 57.39 0.0457 0.291 0.125 0.07 0
8364119 396.37 9.61 422.58 4.26 0.0620 0.298 0.244 0.14 0
8374499 2113.61 36.41 1806.34 76.56 0.1701 0.291 0.056 0.28 0
8378656 978.76 7.23 890.09 55.89 0.0996 0.142 0.036 0.43 0
8378922 1910.91 32.71 2091.31 113.17 0.0863 0.338 0.219 0.06 0
8380743 1821.08 11.92 1879.74 65.13 0.0312 0.315 0.292 0.57 0
8381592 1576.40 32.74 1673.27 91.72 0.0579 0.069 0.038 0.17 0
8411947 1600.91 70.16 1201.66 34.07 0.3322 0.469 0.293 0.47 1
8414159 1020.28 9.60 902.03 14.73 0.1311 0.287 0.050 0.12 0
8414914 2233.17 178.80 3548.59 1178.85 0.3707 0.183 0.104 0.02 0
8429450 2406.24 195.12 1460.08 40.30 0.6480 0.349 0.269 0.47 1b
8444552 1015.85 35.15 680.37 8.89 0.4931 0.061 0.059 0.50 1b
8453191 1105.54 11.41 3162.50 2431.50 0.6504 0.136 0.124 0.22 0
8460600 787.73 22.30 945.81 22.12 0.1671 0.069 0.002 0.16 0
8479107 859.57 35.31 865.79 20.09 0.0072 0.162 0.097 0.53 0
8479386 1825.42 19.66 1934.15 67.32 0.0562 0.333 0.307 0.28 0
8491745 591.82 10.59 602.32 9.36 0.0174 0.067 0.016 0.06 0
8504570 1717.83 32.85 1488.08 40.70 0.1544 0.166 0.052 0.35 0
8552540 1235.98 9.69 229.46 1.19 4.3864 0.395 0.239 0.57 0
8553788 2099.87 33.15 1655.46 57.46 0.2685 0.147 0.028 0.54 1b
8553907 758.67 12.30 794.59 12.27 0.0452 0.376 0.343 0.04 1o
8560861 350.03 3.93 371.14 5.69 0.0569 0.071 0.033 0.12 0
8561192 10437.10 220.23 9067.47 2020.79 0.1510 0.658 0.119 0.56 0
8565912 3064.03 190.58 2354.08 110.82 0.3016 0.324 0.085 0.59 0
8569819 1166.38 9.86 1098.91 26.18 0.0614 0.313 0.145 0.17 0
8572936 1548.13 25.38 1800.82 83.72 0.1403 0.398 0.388 0.04 0
8580438 1131.12 26.16 990.96 22.08 0.1414 0.112 0.004 0.23 0
8581658 1026.87 14.94 933.78 13.30 0.0997 0.337 0.090 0.36 0
8589754 1116.17 17.24 1315.40 35.65 0.1515 0.282 0.236 0.26 0
8590780 622.32 9.12 725.30 12.31 0.1420 0.378 0.385 0.19 0
8604993 1988.87 173.29 1998.15 113.22 0.0046 0.057 0.022 0.18 0
8605074 2135.94 26.09 2008.87 118.35 0.0633 0.064 0.003 0.06 0
8608490 850.26 14.42 854.33 14.85 0.0048 0.406 0.219 0.51 0
8610483 2742.20 94.65 2318.09 132.13 0.1830 0.278 0.122 0.05 0
8618226 1095.55 20.71 903.92 12.39 0.2120 0.231 0.037 0.22 0
8621026 1366.10 32.54 1062.05 17.71 0.2863 0.251 0.042 0.35 0
8621353 723.48 23.66 2724.15 1236.15 0.7344 0.129 0.040 0.13 0
8668810 793.14 9.39 992.21 33.55 0.2006 0.436 0.064 0.01 0
8690001 1365.60 24.34 1446.75 33.86 0.0561 0.374 0.344 0.14 0
8700506 1495.34 10.82 1599.74 42.28 0.0653 0.337 0.372 0.04 0
8701327 950.86 5.16 1027.06 14.48 0.0742 0.293 0.257 0.24 1
8711548 1634.40 11.18 1664.94 45.30 0.0183 0.455 0.210 0.07 0
8736245 1077.20 11.24 894.05 13.04 0.2048 0.349 0.162 0.29 0
8746310 949.13 30.71 1069.37 27.54 0.1124 0.064 0.009 0.12 0
8760135 1886.96 46.38 2136.24 144.29 0.1167 0.398 0.381 0.01 0
8773948 1623.69 15.07 1722.66 41.80 0.0575 0.166 0.104 0.11 0
8780968 3546.01 114.13 4558.13 1155.07 0.2220 0.226 0.178 0.47 0
8784288 962.47 17.49 938.60 13.49 0.0254 0.435 0.296 0.34 0
8823397 1804.32 12.73 2308.95 143.34 0.2186 0.460 0.156 0.55 0
8845221 1517.66 38.12 1588.15 42.64 0.0444 0.248 0.167 0.39 0
8868907 1937.86 36.10 1792.70 69.98 0.0810 0.147 0.085 0.02 0
8879427 1011.19 27.50 1154.10 26.90 0.1238 0.067 0.002 0.07 0
8892720 2192.81 28.81 2542.52 194.96 0.1375 0.056 0.002 0.03 0
8935352 3701.23 151.85 2265.14 80.65 0.6340 0.475 0.147 0.39 0
8940961 1796.05 13.98 1480.92 79.03 0.2128 0.229 0.099 0.36 0
8953426 1332.92 13.77 947.22 18.55 0.4072 0.161 0.150 0.40 0
8957954 1088.23 9.14 1153.56 23.60 0.0566 0.230 0.236 0.36 0
8973000 1636.93 28.58 1507.16 50.06 0.0861 0.221 0.190 0.14 0
8984706 801.18 6.91 889.94 14.11 0.0997 0.246 0.227 0.13 0
9001468 784.78 8.64 -99.99 -99.99 -99.99 0.238 0.058 0.12 0
9007918 754.33 34.76 636.16 9.85 0.1857 0.155 0.027 0.52 1b
9020426 1528.36 23.23 1245.70 27.18 0.2269 0.413 0.398 0.59 0
9025914 2703.64 92.81 2656.94 474.15 0.0176 0.234 0.034 0.14 0
9053086 1198.70 60.84 1710.44 50.23 0.2992 0.063 0.032 0.56 1
9098590 1862.02 39.25 1832.68 72.98 0.0160 0.073 0.007 0.47 0
9098810 484.09 13.27 508.68 3.49 0.0483 0.286 0.222 0.12 0
9101400 2318.10 31.55 2485.09 137.11 0.0672 0.293 0.252 0.55 0
9108058 3496.88 139.12 2209.61 174.16 0.5826 0.619 0.073 0.57 0
9110346 1488.27 77.83 1469.31 123.00 0.0129 0.325 0.268 0.44 1b
9119405 1333.41 17.54 1384.25 29.60 0.0367 0.220 0.188 0.11 0
9119652 757.65 25.08 785.10 11.59 0.0350 0.418 0.298 0.43 0
9159301 2261.22 33.18 1305.53 36.62 0.7320 0.489 0.061 0.55 0
9163674 1573.98 47.08 1676.88 43.21 0.0614 0.222 0.199 0.54 0
9164836 978.44 7.44 1032.72 18.34 0.0526 0.066 0.008 0.01 0
9179531 1267.75 60.34 1984.02 90.07 0.3610 0.128 0.127 0.28 0
9205993 4591.40 406.66 2095.32 104.32 1.1913 0.592 0.109 0.56 0
9207508 3074.65 40.73 2035.84 77.93 0.5103 0.545 0.097 0.57 0
9210828 633.76 38.16 -99.99 -99.99 -99.99 0.138 0.096 0.44 0
9236858 1167.58 27.18 1151.79 23.41 0.0137 0.228 0.061 0.45 0
9246715 1112.05 78.26 605.32 10.56 0.8371 0.177 0.112 0.11 0
9266285 849.66 29.66 229.27 0.86 2.7060 0.057 0.020 0.25 0
9282687 1761.08 30.52 1926.78 53.83 0.0860 0.284 0.055 0.54 0
9284741 794.23 56.80 882.97 16.96 0.1005 0.322 0.320 0.09 0
9291368 5168.17 372.31 3265.15 205.44 0.5828 0.533 0.090 0.53 0
9291748 4601.24 107.76 3078.80 317.88 0.4945 0.356 0.016 0.17 0
9343862 4599.96 154.87 2632.48 147.55 0.7474 0.373 0.101 0.57 0
9344623 2395.19 39.61 1561.38 36.84 0.5340 0.337 0.311 0.15 0
9353182 1293.16 51.55 648.25 9.57 0.9948 0.127 0.012 0.20 0
9357275 1063.29 15.57 1032.58 24.79 0.0297 0.167 0.053 0.52 0
9392702 1967.42 68.13 3058.95 187.96 0.3568 0.095 0.035 0.37 1b
9411317 996.70 34.73 1583.00 338.80 0.3704 0.172 0.014 0.08 0
9412462 2340.64 28.59 2497.16 160.61 0.0627 0.306 0.240 0.28 0
9451096 858.55 55.80 771.35 13.20 0.1130 0.233 0.097 0.54 1brc
9468384 3539.25 155.24 2313.71 251.19 0.5297 0.262 0.067 0.16 0
9474222 831.04 14.23 869.89 9.57 0.0447 0.105 0.004 0.12 0
9474485 736.91 39.88 576.27 6.55 0.2788 0.376 0.357 0.53 0
9474969 1143.86 4.81 1210.09 33.59 0.0547 0.139 0.127 0.17 0
9479460 3534.53 31.67 2842.96 162.65 0.2433 0.597 0.155 0.53 0
9520700 1571.89 28.55 1668.59 54.28 0.0580 0.333 0.167 0.31 0
9529733 4159.47 114.69 2480.03 155.46 0.6772 0.140 0.113 0.46 0
9532123 3059.98 193.96 2635.60 402.98 0.1610 0.067 0.050 0.15 0
9540450 1018.95 7.13 1259.50 26.05 0.1910 0.339 0.168 0.44 0
9549472 1353.04 15.71 1590.44 51.80 0.1493 0.057 0.006 0.18 0
9569866 785.26 7.29 681.53 7.22 0.1522 0.387 0.103 0.46 0
9613070 1128.65 58.38 1168.60 26.92 0.0342 0.104 0.008 0.34 0
9632895 401.14 4.31 442.85 2.72 0.0942 0.082 0.002 0.06 0
9635529 743.89 3.84 813.92 19.99 0.0860 0.227 0.194 0.39 0
9637299 1069.31 21.11 858.32 10.02 0.2458 0.326 0.075 0.44 1
9641031 137.40 1.42 134.50 0.46 0.0215 0.376 0.169 0.44 0
9649222 1390.67 13.69 1419.61 60.87 0.0204 0.100 0.002 0.18 0
9652632 1204.46 28.80 661.75 9.79 0.8201 0.123 0.124 0.38 0
9656543 1758.52 61.62 1543.49 100.62 0.1393 0.389 0.318 0.37 0
9658118 2535.25 108.98 2375.28 87.60 0.0673 0.413 0.412 0.11 0
9665503 1077.27 13.42 1243.52 51.69 0.1337 0.373 0.139 0.13 0
9673173 2002.29 72.77 1637.27 45.50 0.2229 0.111 0.094 0.09 0
9711751 1639.11 30.10 1548.22 41.50 0.0587 0.159 0.092 0.49 1b
9714123 1243.45 36.84 1335.45 55.11 0.0689 0.106 0.004 0.02 0
9714358 541.85 26.45 579.22 7.68 0.0645 0.193 0.014 0.13 1brc
9715925 1296.85 43.66 1252.76 71.77 0.0352 0.093 0.008 0.11 1b
9762519 678.65 14.64 613.81 5.46 0.1056 0.115 0.025 0.12 0
9767392 2574.99 32.16 2421.66 123.51 0.0633 0.361 0.342 0.50 0
9774400 6995.05 118.87 684.54 6.54 9.2185 0.018 0.006 0.45 0
9775253 480.14 46.39 453.82 9.23 0.0580 0.206 0.085 0.11 0
9777062 1099.69 11.79 1146.48 31.15 0.0408 0.259 0.033 0.08 1
9777090 1235.81 92.15 1860.15 640.15 0.3356 0.134 0.041 0.18 0
9784230 377.11 80.90 3368.51 1257.59 0.8880 0.237 0.217 0.55 0
9786017 2271.54 36.65 1713.51 75.00 0.3257 0.074 0.069 0.55 0
9818732 1968.80 14.86 1999.39 76.89 0.0153 0.379 0.300 0.05 0
9832545 6455.05 210.73 3503.53 375.71 0.8424 0.429 0.128 0.59 0
9837544 796.48 16.94 831.29 17.01 0.0419 0.235 0.244 0.02 0
9837578 1790.14 55.93 1819.17 114.00 0.0160 0.358 0.248 0.08 0
9838060 1164.37 111.10 1178.11 54.54 0.0117 0.050 0.005 0.03 0
9839062 1497.82 26.65 1712.10 75.87 0.1252 0.096 0.005 0.01 0
9843435 4792.17 223.81 3421.42 291.57 0.4006 0.371 0.100 0.59 0
9850387 1586.69 32.59 1635.58 41.81 0.0299 0.175 0.097 0.47 1b
9851142 138.77 4.25 144.41 0.67 0.0390 0.091 0.012 0.26 0
9873869 899.84 42.29 686.47 9.84 0.3108 0.259 0.029 0.22 0
9881258 953.84 5.94 1043.89 12.69 0.0863 0.123 0.118 0.37 0
9892471 1256.00 39.62 1480.03 73.04 0.1514 0.069 0.005 0.10 0
9896435 505.93 47.45 909.47 51.54 0.4437 0.059 0.015 0.04 0
9907505 1594.20 34.83 1842.73 95.24 0.1349 0.171 0.013 0.03 0
9913481 1085.95 11.13 971.29 25.94 0.1181 0.100 0.070 0.36 0
9934208 537.62 29.75 536.69 9.92 0.0017 0.134 0.009 0.13 0
9936698 1604.33 26.74 1496.97 42.34 0.0717 0.162 0.090 0.27 0
9944421 1276.78 32.16 1201.26 39.45 0.0629 0.223 0.027 0.12 0
9948002 1784.40 41.62 1685.22 43.52 0.0589 0.068 0.046 0.04 0
9954225 2559.44 26.26 1559.40 50.21 0.6413 0.607 0.106 0.56 0
9965206 1369.98 34.40 1388.60 73.99 0.0134 0.184 0.154 0.09 0
9966115 564.94 7.81 595.62 6.65 0.0515 0.092 0.004 0.14 0
9970396 1276.55 22.97 1044.33 36.76 0.2224 0.062 0.025 0.09 0
9971475 620.63 10.23 742.93 8.85 0.1646 0.187 0.067 0.23 0
