#KIC ID, T1 Final, T1 Final Error, T2 Final, T2 Final Error, R1/D Final, R1/D Final Error, R2/R1 Final, R2/R1 Final Error, T2/T1 Input, Flags, Output Source, T1 UBV, Error, T2 UBV, Error, R1/D UBV, Error, R2/R1 UBV, Error, UBV Bands Used, T1 KIS1, Error, T2 KIS1, Error, R1/D KIS1, Error, R2/R1 KIS1, Error, KIS1 Bands Used, T1 KIS2, Error, T2 KIS2, Error, R1/D KIS2, Error, R2/R1 KIS2, Error, KIS2 Bands Used, T1 KIS3, Error, T2 KIS3, Error, R1/D KIS3, Error, R2/R1 KIS3, Error, KIS3 Bands Used
5286786,5060.92428762,353.836179862,5149.34889705,548.713902843,1.98348197143e-11,2.11602854289e-12,0.775202698709,0.210845446482,1.04264788544,00000,1110,4991.98529329,360.530266355,5088.28544534,565.381562268,2.0143143147e-11,2.72325352981e-12,0.764412593001,0.282194040479,1110000111,5085.78323503,361.428280612,5179.01238033,563.932092237,1.97567938856e-11,2.93518616107e-12,0.777296408626,0.309774792339,0001111111,5115.06200996,362.344846857,5182.36435247,568.272648346,1.95508218181e-11,2.85300304817e-12,0.786315117167,0.302982082943,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5287983,5814.13378361,376.405679585,6126.17192545,770.720100385,1.47222084177e-11,2.12285485728e-12,0.64759833893,0.262862359938,0.7,00010,1110,5617.27494784,432.638227693,6839.2312569,1330.0238566,1.52474267923e-11,3.07912433404e-12,0.608647416564,0.423702336195,1110000111,5960.4788733,450.953375075,6153.2666074,1067.40948555,1.42671831956e-11,2.78456165065e-12,0.693798564837,0.40126397262,0001111111,5864.90023072,404.528385535,5771.34161731,990.506853243,1.47821854254e-11,2.72964010986e-12,0.636739739219,0.386678354288,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5288543,6917.69619917,363.126943221,6057.07550727,631.117909246,3.0885636202e-11,2.72566879967e-12,0.69587870189,0.223250363544,0.878974271752,11000,1100,6860.99967772,372.438681901,5619.19890612,1129.42730485,3.11927848895e-11,3.31804917532e-12,0.701344446111,0.263670234335,1110000111,6995.18423653,380.335701976,6110.33657248,641.318524852,3.04808671167e-11,3.69416594964e-12,0.688285826708,0.296347390736,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5290305,6953.75637701,426.443546894,6329.70277607,1027.17866508,2.03634888532e-11,2.44509102025e-12,0.712424926368,0.250005731435,0.7,00010,1100,6885.61207059,455.013931626,5985.62300823,1433.6546996,2.09373273503e-11,3.21975907321e-12,0.684677333186,0.3349366133,1110000111,7114.36277226,567.224144454,6592.33545086,1279.79097644,1.99362513571e-11,2.90017747064e-12,0.73476773306,0.307756095485,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5294739,5826.62361416,352.199093231,3583.73036819,541.528447754,4.32148011206e-11,2.08214302331e-12,1.66582491776,0.152251220763,0.748082266358,00000,1110,5857.57003377,353.756571648,3564.22561337,542.306831876,4.13930818609e-11,2.54474316735e-12,1.72553111746,0.152849092503,1110000111,5768.85792165,361.578887235,3623.50097934,549.654517326,4.51613250391e-11,3.66747251045e-12,1.43310109036,0.163227931301,0001111111,5794.89394487,359.525606229,3620.59938602,548.401881612,4.43926417494e-11,2.56958759498e-12,1.47793342467,0.192148546946,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5296276,6085.94585881,376.441775597,5941.92410619,619.510574584,3.10712580408e-11,3.36650499298e-12,0.762464418998,0.263966922968,0.965070977244,00000,1100,6008.30093839,429.5365737,5899.97607047,732.96291911,3.03041333605e-11,4.8248611292e-12,0.838953394615,0.365679018367,1110000111,6120.79797283,387.724644807,5967.12807869,662.711564886,3.16249413161e-11,4.19004939361e-12,0.706116964831,0.323162105655,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5296877,8638.54638974,1780.58982475,5529.51148598,1676.87013592,3.61071322713e-11,8.14166360396e-12,1.26311052095,0.519721997542,0.986737637065,00000,1000,8638.54638974,1780.58982475,5529.51148598,1676.87013592,3.61071322713e-11,8.14166360396e-12,1.26311052095,0.519721997542,1110000111,7142.32311096,803.895735054,6944.98719636,1166.55946696,4.20128173224e-11,6.06054314288e-12,0.893637655442,0.336796373872,0000000111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5297298,6345.946795,436.376508566,6082.66590754,1070.14805227,3.64519930969e-11,3.51084841325e-12,0.587202795426,0.260225558506,0.7,00010,0100,6718.11424215,921.529971009,5946.68499641,1666.23548128,3.37090458608e-11,3.72694102659e-12,0.755159819532,0.27674988635,0000000111,6345.946795,436.376508566,6082.66590754,1070.14805227,3.64519930969e-11,3.51084841325e-12,0.587202795426,0.260225558506,0001101111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5300878,4848.5786869,352.098781458,4456.80681025,554.376248605,3.09678651804e-11,2.32515882395e-12,0.863714140262,0.18458087225,0.980913685205,00000,1110,4928.47736845,353.608522309,3961.82874998,609.876707257,3.05544827539e-11,2.62850243887e-12,0.91394766808,0.196753487058,1110000111,4726.47658313,359.031517667,4580.42405539,575.886928683,3.22673573624e-11,3.90250916082e-12,0.699886553506,0.298150904299,0001111111,4752.15703156,360.936640553,4574.36578494,574.326038366,3.08671516532e-11,4.6478443545e-12,0.798558038004,0.354614042105,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5306862,6619.83650621,362.14668297,4560.20714707,759.591640999,4.6820571692e-11,2.54135515393e-12,0.536698823271,0.20822524059,0.622812617704,00000,1100,6599.65797163,363.020793762,4291.95898058,849.421985292,4.74544269881e-11,2.6442165303e-12,0.490996813847,0.222001149086,1110000111,6895.20355831,499.195090613,5089.84216226,1067.91332839,4.23675288996e-11,5.7257610618e-12,0.697535642162,0.341703673569,0001000111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5307780,6744.53577985,358.94468683,3921.55923672,560.035550083,1.69573746685e-11,2.1286233181e-12,1.04340595515,0.183463395859,0.986786015917,00000,1100,6821.41441931,361.197495848,3675.62323665,562.141450641,1.72563400414e-11,2.47717228457e-12,1.0972282138,0.189163884015,1110000111,6444.03849367,391.953601335,6215.22891525,720.548038443,1.66184660127e-11,2.56787906751e-12,0.760661950662,0.303775142872,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5308778,5373.95530355,392.090190209,4561.44533371,557.677350605,9.48714450548e-11,1.37857083468e-11,1.30089407731,0.283729407402,0.948543837069,00000,1000,5373.95530355,392.090190209,4561.44533371,557.677350605,9.48714450548e-11,1.37857083468e-11,1.30089407731,0.283729407402,1110000111,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
5309353,6179.36382926,1602.75582682,6307.23960104,2417.79294443,2.25345321792e-09,1.30554446108e-09,0.802863656898,0.332123888099,0.7,11010,1000,6179.36382926,1602.75582682,6307.23960104,2417.79294443,2.25345321792e-09,1.30554446108e-09,0.802863656898,0.332123888099,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
5310387,6737.83719189,359.0279937,6794.5482511,824.349501535,4.44106753958e-11,3.51030346503e-12,0.54096338945,0.2361388938,0.993917475366,00100,1000,6737.83719189,359.0279937,6794.5482511,824.349501535,4.44106753958e-11,3.51030346503e-12,0.54096338945,0.2361388938,1110000111,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
5310435,6942.6618276,452.127896337,4434.10466884,602.55240954,3.44419630311e-11,3.1669667461e-12,1.54215559685,0.189035722036,0.716569598498,00000,1000,6942.6618276,452.127896337,4434.10466884,602.55240954,3.44419630311e-11,3.1669667461e-12,1.54215559685,0.189035722036,1110000111,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
5343976,6324.86895376,771.853410854,5571.29072913,1488.61497195,4.8869649322e-11,6.28696861871e-12,0.867764459713,0.377659146404,0.7,11011,1100,5728.10130585,434.207577803,7324.55474955,896.327655032,5.22994033525e-11,3.84545330769e-12,0.491262326101,0.217622161156,1110000111,7103.97584642,456.851445968,4550.11820516,767.916083043,4.01643689951e-11,5.77605840788e-12,1.18444752751,0.208349984146,0001000111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5347537,5612.76536841,355.831610013,5555.23683605,630.827827954,2.9106994186e-11,2.62801127836e-12,0.638651466352,0.22872322446,0.7,00010,1110,5619.65087769,366.238124597,5599.97282507,709.452165966,2.7173008522e-11,4.15914941804e-12,0.804695623371,0.35167338819,1110000111,5562.11248582,363.866648149,5447.25881317,830.079472382,3.03951845562e-11,4.16398544961e-12,0.551680923373,0.355569154555,0001111111,5693.6499219,374.666712391,5583.14336347,868.145025092,2.95457766417e-11,3.545191602e-12,0.581341606971,0.306186306433,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5347784,5564.24771801,351.434037641,5498.49460175,543.818698112,4.50317556762e-11,4.46027679441e-12,0.744083505111,0.257983227919,0.982293887466,00000,1100,5531.77046585,352.006184867,5451.57725188,547.062354974,4.64100308116e-11,6.62216266157e-12,0.690161215769,0.360565489367,1110000111,5645.41699377,354.992747841,5553.37195221,548.251527955,4.40432862804e-11,5.67602393133e-12,0.781522204947,0.311678269606,0001100111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5353374,7357.30376838,361.823017601,7209.62322409,600.760624542,2.04930499559e-11,2.10004574477e-12,0.683475290128,0.210873622738,0.983602060381,00000,1110,7327.39042107,368.693518541,7210.4724267,657.441084852,2.07856043576e-11,2.73458845882e-12,0.651847236345,0.289366505908,1110000111,7447.45915033,408.311414883,7197.054802,783.60102436,2.02900855179e-11,2.58897534408e-12,0.700987161387,0.26926096707,0001111111,7365.92221989,410.395986957,7217.43878632,727.224076203,2.04109939895e-11,3.24144838716e-12,0.701568438364,0.362357477798,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5353653,7126.83543905,359.698115561,3729.40975679,567.876372051,1.5024915044e-11,1.85377476702e-12,0.751354811399,0.191348571413,0.7,00010,1110,7132.93389872,360.962488741,3676.72623914,568.536401509,1.54037637126e-11,2.22657850481e-12,0.867545565167,0.219161336474,1110000111,7061.04055094,473.169571151,5941.24955516,1710.29233737,1.50046231863e-11,2.11592704526e-12,0.582997644124,0.279650777801,0001111111,7108.08881355,512.728944738,5856.91562986,1693.72524556,1.4597141694e-11,2.33092799283e-12,0.640038965558,0.3087488262,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5356593,5691.78338451,373.044595522,4659.48601887,677.309321163,3.87546628139e-11,2.74109608837e-12,0.694030366272,0.196457671395,0.7,00010,1110,5722.15331087,385.381896965,4457.21605364,743.344053017,3.83932618221e-11,3.85299706906e-12,0.734928548245,0.242659415203,1110000011,5556.53877825,483.489856442,5135.30471945,1078.92049361,3.88548489984e-11,4.10549140807e-12,0.662641274299,0.270112070672,0001110011,5695.62096674,449.329566445,4888.17297934,1134.48976402,3.9166513681e-11,4.56667616385e-12,0.660169608431,0.299912609136,0001111011,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5357470,6043.50505494,405.15543141,5926.77269423,751.159231542,1.80935997908e-11,2.47375485413e-12,0.745895617388,0.280170228639,0.7,00010,1100,6027.55934044,447.935837829,5839.67553939,845.055037987,1.79722285338e-11,2.98424439969e-12,0.77742798204,0.352564369448,1110000111,6061.70324585,460.092835117,6085.20963959,1029.65785664,1.82420659246e-11,3.20758066879e-12,0.707349241014,0.383335671373,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5357682,7093.96941313,366.166734497,3833.19094376,590.788273484,1.94805431665e-11,1.86208511731e-12,0.706476687555,0.186101509254,0.7,00010,1110,7116.09999068,368.599148261,3775.40453722,592.689894586,1.89778756494e-11,2.90033936971e-12,0.937809272046,0.232736064047,1110000111,6687.34828574,532.849639406,8559.53788646,3548.42255932,2.07037177645e-11,2.13982388634e-12,0.376010267753,0.255638701062,0001111111,7255.14014405,556.094632114,4848.29071671,1424.72128731,1.85539187266e-11,2.08474717608e-12,0.721262472506,0.242622466937,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5357882,6889.59647947,379.514500541,6198.34196523,989.762047134,1.73661002604e-11,1.93437374901e-12,0.631151283797,0.208210908273,0.7,00010,1110,6860.75290997,384.007665523,5878.31848735,1729.11555898,1.85111740564e-11,2.19059962606e-12,0.480092863871,0.26300826084,1110000111,7096.17987005,681.590450786,6017.17069222,1528.69360157,1.62768476055e-11,2.72998574209e-12,0.760515702266,0.329842812146,0001111111,7049.0288159,641.520998354,6547.20022433,1405.49345091,1.62290265814e-11,2.50555528108e-12,0.747413680249,0.299025591572,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5358200,7187.93200714,1865.78086006,3741.91279277,1407.19017982,6.42358114185e-12,4.81976327472e-12,2.47550677037,0.907972351714,0.7,00011,1100,7112.54476615,368.382086194,3576.22516396,544.547699834,1.4856237065e-11,2.35974209058e-12,1.06694464258,0.202122696559,1110000111,10777.8623337,866.797291107,6175.13586052,603.350895122,5.79667673888e-12,1.70985934415e-12,2.85793743036,0.165780206639,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5359678,6713.28252761,404.846919599,6237.36876329,623.376139295,2.06139313577e-11,2.96277611847e-12,0.776882901092,0.292564599691,0.935133483624,00000,0100,6558.5272006,548.357895643,6171.36453866,655.931749178,2.04651865871e-11,3.68590555682e-12,0.827303600162,0.313612908394,1110000000,6713.28252761,404.846919599,6237.36876329,623.376139295,2.06139313577e-11,2.96277611847e-12,0.776882901092,0.292564599691,0001111000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5369419,7027.62093357,371.411033237,6431.9993372,789.640115951,3.31364365377e-11,3.44141959685e-12,0.743301443197,0.256305191494,0.904195892858,00000,1100,7003.66107891,372.449039907,6468.90541343,843.784558388,3.46139466852e-11,5.05464072418e-12,0.659009578797,0.362209801405,1110000111,7506.92729434,668.535495805,6293.48543573,1367.23042087,3.21519892761e-11,4.23414888391e-12,0.798882577946,0.306876059367,0001011111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5370302,5782.99026845,362.31384452,5939.16219148,684.471767636,1.874325425e-11,2.10337674936e-12,0.590428482098,0.228381554203,0.7,00010,1110,5658.55226014,379.888447985,6544.28384985,1454.21140844,2.02147863406e-11,2.91753816531e-12,0.435704156423,0.346893182584,1110000111,5864.97399961,389.90811703,5834.57603644,788.647869928,1.75443832875e-11,2.9154626657e-12,0.742155350596,0.350256143753,0001111111,5868.3405727,389.425613844,5931.77974338,879.187356797,1.85480974462e-11,2.62710326605e-12,0.595381226439,0.310638761388,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5371109,6915.37616414,416.706831202,9834.14511863,766.074635292,2.32912206772e-11,1.72168953355e-12,0.42415593769,0.167261791347,0.92358553145,00000,1100,6776.42855082,422.508550196,10636.0012572,816.574804815,2.35946334807e-11,1.72578169316e-12,0.377462858886,0.168670137709,1110000111,8374.93165066,843.14032006,6871.7790266,1295.26560299,1.78498281987e-11,2.73890463612e-12,0.964655548701,0.302275150459,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5372966,5568.66315331,380.772481934,5356.0730559,663.483368076,1.71988117047e-11,1.95765809437e-12,0.735318410411,0.205741413253,0.7,00010,1111,5499.81621396,485.071867903,5115.65417618,1043.79873232,1.75128545802e-11,2.7056406662e-12,0.721899185736,0.31167931863,1110000111,5593.82103789,515.123609425,5071.40540996,1042.64777823,1.75157087615e-11,2.43019202205e-12,0.707944430518,0.284371325759,0001101111,5569.26477604,419.262709397,5481.39265355,966.796144207,1.75141496024e-11,2.94692449941e-12,0.6658869013,0.361816443675,0001111111,5611.67185649,473.478976586,5530.37065341,816.70975766,1.60670428845e-11,2.80227706199e-12,0.856079155898,0.340836672017,0001111111
5374883,6167.00723368,361.915521343,6096.95866858,572.788460251,1.42968604409e-11,1.95917551618e-12,0.732688315189,0.226213859623,0.978826725433,00000,1110,6006.50816906,373.942903771,5913.27429509,606.7872289,1.47819321841e-11,2.52218560717e-12,0.714005814142,0.334453584314,1110000111,6268.46687131,387.524419771,6214.80910952,647.797401701,1.43105100569e-11,2.31743949364e-12,0.718156247241,0.298847966506,0001111111,6399.49710292,405.048565928,6322.89749915,666.695943193,1.37149651569e-11,2.63195491403e-12,0.781621046433,0.370416059449,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5374999,6588.9580041,373.134870638,4936.4148756,634.344874933,1.43894734088e-11,1.8367853895e-12,0.898941200864,0.186463117076,0.831710075302,00000,1110,6605.0935105,390.230675802,4454.49633274,718.594836128,1.41365482457e-11,2.05613446907e-12,1.00891356888,0.209639865511,1110000111,6503.61615534,425.136875498,5277.85126575,843.85972153,1.50221921077e-11,2.20461000414e-12,0.701261285613,0.273070528513,0001111111,6691.28772474,483.019334743,5542.18020169,863.933776349,1.40575763125e-11,2.30471918942e-12,0.8140897232,0.293718157354,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5376552,7004.97027179,361.612893292,7025.89918247,594.437307514,3.93829672179e-11,4.37410990472e-12,0.763403761742,0.28021869376,0.994270981248,00100,1100,6971.65256863,363.155176979,6966.10603642,635.94475939,3.97848969061e-11,6.01384981884e-12,0.757171096756,0.364110304087,1110000111,7251.28817624,438.016911088,7098.20320781,654.24226706,3.89954767137e-11,5.91308075072e-12,0.769863429591,0.369574695352,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5376836,5901.1686243,375.637049495,5837.1763031,755.403678278,2.68430683347e-11,2.71014495284e-12,0.692287156352,0.241784494221,0.7,00010,1100,5884.70615374,379.879822281,5696.88359997,1010.89294333,2.83269849135e-11,3.37115669335e-12,0.577843976069,0.300390777568,1110000111,5996.70935541,499.066837509,5923.92381535,862.073605024,2.51325433266e-11,3.56176484582e-12,0.821802909256,0.314889677138,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5377349,5979.50219019,381.083866442,5486.22512182,617.90895775,1.897066156e-11,2.0357134447e-12,0.74385631353,0.207688387333,0.933868128398,00000,1110,5906.67012934,449.435462368,5182.48860822,859.514752865,1.97949050699e-11,2.38347972519e-12,0.659798390836,0.253025982177,1110000111,6054.59644174,407.139831865,5605.52132702,692.393891221,1.83737353202e-11,3.04533401241e-12,0.78439988955,0.349861107583,0001111111,5880.88220006,492.781951844,5498.72432706,758.519527798,1.80769312578e-11,2.73880049071e-12,0.856497613921,0.303467633028,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5384713,3511.24843339,350.002147389,3546.05441138,543.800762976,1.09196553904e-10,1.10880018445e-11,0.719842105212,0.286169544607,0.7,00010,1100,3511.1191186,350.002174272,3556.25785794,552.717143047,1.11882174879e-10,1.70971181882e-11,0.551109171604,0.43483970576,1110000111,3521.57795892,350.173635982,3541.75545703,545.394184063,1.07290055843e-10,1.44324566019e-11,0.813333261544,0.338823478928,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5384802,6467.39880399,433.745725448,6554.81187953,696.939083262,2.69625848529e-11,2.80816140113e-12,0.732549021354,0.245967077822,1.00124146732,00100,1100,6260.58770174,568.160567887,6583.27257382,854.536070222,2.69892617091e-11,3.3939597815e-12,0.751623366025,0.29139000597,1110000111,6568.19342393,469.174172228,6532.21584764,799.904125205,2.69245904413e-11,3.9058442192e-12,0.702853369033,0.345918078128,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5385471,5492.76188393,353.598727589,5410.43141154,614.404909584,1.33974020339e-11,1.93097105658e-12,0.605661862785,0.241555863957,0.7,00010,1110,5428.9381072,360.269804271,5345.68198279,730.732344421,1.32613790721e-11,2.5313297583e-12,0.653386809504,0.387244758341,1110000111,5522.69631466,360.986349019,5429.19496991,738.299477642,1.33788222917e-11,2.54824402007e-12,0.608158068156,0.395077408176,0001111111,5530.6411868,360.836461576,5464.50773447,756.042639172,1.34905188261e-11,2.22343162131e-12,0.5743701245,0.319528057093,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5389616,6123.66946212,407.449509239,6036.53743325,772.030595099,1.9510295234e-11,2.96031627297e-12,0.71053045303,0.322750576149,1.00788874315,00000,0100,6019.20022195,485.359451889,5885.74050175,791.983218453,1.88690365151e-11,2.77905681492e-12,0.796279275282,0.309743252986,1110000000,6123.66946212,407.449509239,6036.53743325,772.030595099,1.9510295234e-11,2.96031627297e-12,0.71053045303,0.322750576149,0001111000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5390351,3859.27017494,354.613410649,8480.9382745,641.610649204,1.66178302084e-11,1.69124173436e-12,0.163322774544,0.150681878215,0.898487508518,11000,1110,3894.34215227,363.121890602,7666.98058834,843.951074389,1.65507385473e-11,1.78170885472e-12,0.205842224904,0.156095026954,1110000111,3769.2132793,361.890232914,8884.28013964,758.81103828,1.72887454073e-11,1.78125981929e-12,0.148821783779,0.151004938428,0001111111,3942.67701093,366.883077846,8692.92255186,838.231439071,1.60687430197e-11,1.76942778886e-12,0.187608790327,0.153185269084,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5392897,6421.03600189,384.443873717,5434.17559051,778.725881402,1.23914075064e-11,1.87636389794e-12,0.763575287375,0.219120162924,0.892320000206,00000,1100,6421.20946536,388.727871442,5051.98440336,982.419237153,1.27329580005e-11,2.00389253968e-12,0.730010892946,0.248982515083,1110000111,6419.71119242,583.95294285,5769.57531182,939.51342973,1.18326534906e-11,2.20115467869e-12,0.824836586118,0.307539952261,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5393558,6067.70462279,377.827412306,5690.11917361,645.884526392,3.02434389137e-11,2.93708871154e-12,0.732543866814,0.239113866636,0.874003722164,00000,1100,5961.07593148,393.149229,5678.28801789,756.96155069,3.18096731419e-11,3.61560490524e-12,0.628127967218,0.287650387192,1110000111,6250.52467466,421.282863621,5699.65301258,719.966445902,2.81596584233e-11,4.06157790648e-12,0.874157053086,0.322806005121,0001101111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5394544,6329.23297375,367.313254776,5555.06544391,566.062696264,4.13770328075e-11,4.46573577633e-12,0.781594526341,0.274728032453,0.871524254001,00000,1100,6227.11631807,374.597301629,5470.3845568,583.770819726,4.31418480976e-11,5.8422991023e-12,0.714971311931,0.340265452568,1110000111,6563.90421907,404.300412493,5674.95379368,601.031811638,3.92338834249e-11,6.39284141727e-12,0.869161577186,0.380925830905,0001100111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5398002,11907.2592826,586.790069828,7987.31992938,586.635482796,2.68586934598e-11,2.60749272893e-12,1.45668638535,0.185921528754,0.7,00010,1000,11907.2592826,586.790069828,7987.31992938,586.635482796,2.68586934598e-11,2.60749272893e-12,1.45668638535,0.185921528754,1110000111,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
5425950,5559.23084398,354.235141824,3855.37833124,547.711303314,1.85796440798e-11,1.80011966964e-12,1.07064697088,0.193661304387,0.927223764153,00000,0110,5964.94806653,453.493870996,5530.0138919,679.473425504,1.71521874638e-11,2.7455689289e-12,0.808698352586,0.315735423687,0000000111,5571.50156634,356.024572047,3600.80498428,549.21373657,1.86314102348e-11,1.81463775744e-12,1.12415518225,0.201527375017,0001111111,5530.43539659,363.980205272,5151.01198826,585.38547492,1.80576152317e-11,2.92870112956e-12,0.812370146868,0.331557447755,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5428668,6003.39014217,432.71758208,5648.03264438,1046.3510985,1.33299432705e-11,1.96621703717e-12,0.718887945548,0.248885293284,0.7,00010,1100,6074.930241,480.469532654,5820.73600533,3246.93588519,1.37995244658e-11,2.33860343443e-12,0.709359152671,0.379507428215,1110000111,5897.17129954,532.328490782,5633.34933892,1078.49121219,1.29916693467e-11,2.16746320616e-12,0.723466935531,0.284426360379,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5435816,5797.60232163,374.749851548,6116.08903233,775.44645394,1.35227342154e-11,2.0285279853e-12,0.62741724046,0.256718255694,0.7,00010,1100,5731.85692669,395.334608695,6613.44791429,1351.82869418,1.41872870394e-11,2.61287263407e-12,0.541995457047,0.382715870221,1110000111,5871.9970161,400.917333924,5990.45683683,824.349051426,1.31787879024e-11,2.20032584682e-12,0.673436845332,0.298810320628,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5439790,6985.79611254,359.653211373,6833.3146939,564.316187262,3.0429902571e-11,2.43644124249e-12,0.770946358374,0.201194990576,0.973352601496,00000,1110,6539.28508063,423.746115391,4697.63174264,1512.6850786,3.09757351267e-11,4.00540109077e-12,0.966789846139,0.306703761725,1110000111,6965.50483665,377.748348351,6800.08995252,603.099536108,3.11751990603e-11,3.32079799065e-12,0.648655804719,0.263457146643,0001000111,7097.66625137,367.653790957,6900.2115119,579.064244823,2.92928705892e-11,3.37938111607e-12,0.764573056593,0.267752823201,0001101111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
5440746,6670.29011515,416.35841418,6138.31214154,626.711793383,2.0419670263e-11,2.40508731278e-12,0.811753410282,0.241284650265,0.895651039505,00000,1100,6418.84967938,553.234645886,6405.72378579,907.972834738,2.10251655677e-11,2.98215014774e-12,0.765689139511,0.30123543275,1110000111,6766.63873787,439.136687095,6075.6372852,645.351795924,1.98210969276e-11,2.97027731171e-12,0.862341012176,0.31216015195,0001111111,-1,-1,-1,-1,-1,-1,-1,-1,0000000000,-1,-1,-1,-1,-1,-1,-1,-1,0000000000
