##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Oct. 26; 2015; 3:04 p.m.
## Download Date (Y/M/D): 2016/02/01
##
## Query String: {&quot;sort&quot;:&quot;p&quot;;&quot;kics&quot;:[];&quot;campaign&quot;:[&quot;-2&quot;];&quot;etvlong&quot;:1;&quot;cols&quot;:[&quot;sdepth&quot;;&quot;pdepth&quot;;&quot;glon&quot;;&quot;scdata&quot;;&quot;pteff&quot;;&quot;cteff&quot;;&quot;ra&quot;;&quot;bjd0&quot;;&quot;morph&quot;;&quot;glat&quot;;&quot;kic&quot;;&quot;lcdata&quot;;&quot;dec&quot;;&quot;keff&quot;;&quot;p&quot;;&quot;sep&quot;;&quot;pwidth&quot;;&quot;swidth&quot;;&quot;figs&quot;;&quot;kmag&quot;];&quot;etvshort&quot;:1;&quot;incat1&quot;:1;&quot;kois&quot;:[]}
##
#KIC;period;bjd0;pdepth;sdepth;pwidth;swidth;sep;morph;RA;DEC;GLon;GLat;kmag;Teff;Teff(Pinsonneault);Teff(Casagrande);SC;
5218014;10.8452926;54971.333966;0.0068;0.0061;0.0146;0.0180;0.3596;0.11;298.9979;40.3148;75.4864;6.1073;12.9230;4752.0000;4916.0000;5097.0000;0;
6693555;10.8749883;54997.298851;0.0003;-1.0000;0.1372;-1.0000;1.0000;-1.00;292.4559;42.1372;74.7202;11.2976;13.8460;6605.0000;6871.0000;6885.0000;0;
6859813;10.8824223;54954.793569;0.1935;0.0066;0.0176;0.0125;0.3506;0.13;290.8067;42.3439;74.3634;12.4857;12.0680;5951.0000;6195.0000;6213.0000;1;
8935352;10.9088000;55001.193612;0.4752;0.1469;0.0542;0.0525;0.5010;0.39;283.9836;45.2848;75.1713;18.1645;14.0960;5091.0000;-1.0000;-1.0000;0;
9899216;10.9158489;55004.681825;-0.0027;0.0006;0.1329;0.2183;0.5958;-1.00;295.1617;46.7506;79.8093;11.6658;10.8860;-1.0000;-1.0000;-1.0000;1;
8241079;10.9191173;55000.009202;0.0001;-1.0000;0.0274;-1.0000;1.0000;0.19;294.5404;44.1910;77.2879;10.8739;13.5340;5946.0000;6196.0000;5964.0000;0;
7802136;10.9802457;54970.136872;0.0498;-1.0000;0.0130;-1.0000;1.0000;0.09;282.7976;43.5781;73.1759;18.3625;14.2120;5712.0000;6010.0000;5975.0000;0;
8263752;10.9938022;54993.794500;0.0101;0.0039;0.0163;0.0199;0.4931;0.13;300.7839;44.1926;79.5160;6.9767;13.4270;6320.0000;6567.0000;6535.0000;0;
8263746;10.9938362;55004.767535;0.1385;0.0789;0.0185;0.0134;0.4959;0.16;300.7819;44.1941;79.5165;6.9787;16.7510;4697.0000;-1.0000;-1.0000;0;
5632781;11.0252022;54975.739951;0.3950;0.3766;0.0400;0.0457;0.6609;0.23;295.4383;40.8436;74.6031;8.7189;12.1130;5786.0000;6147.0000;6229.0000;1;
7846730;11.0282266;54958.938351;0.2687;0.1715;0.0278;0.0265;0.4875;0.21;298.8560;43.5370;78.2296;7.8336;12.9560;-1.0000;-1.0000;-1.0000;1;
9468382;11.0824887;55002.914027;0.0018;-1.0000;0.0216;-1.0000;1.0000;0.19;293.2526;46.0490;78.5614;12.5240;13.5660;4911.0000;5165.0000;5099.0000;0;
9468384;11.0825776;55579.196929;0.2616;0.0667;0.0219;0.0235;0.5366;0.16;293.2528;46.0516;78.5639;12.5250;16.4110;5595.0000;-1.0000;-1.0000;0;
8123430;11.1699900;55000.824704;0.0013;0.0013;0.1173;0.3703;0.0000;-1.00;299.3394;43.9996;78.8106;7.7667;13.4500;5775.0000;6067.0000;6050.0000;0;
4245897;11.2578219;54973.788825;0.7569;0.1718;0.0772;0.0418;0.4998;0.51;286.3909;39.3344;70.1255;14.2779;12.5380;6595.0000;6909.0000;5175.0000;1;
5473556;11.2588244;54956.478952;0.1789;0.1606;0.0291;0.0227;0.5526;0.21;298.1501;40.6562;75.4539;6.8362;13.5450;5932.0000;6296.0000;6173.0000;1;
6610219;11.3009948;54962.134169;0.3324;0.2899;0.0236;0.0349;0.4920;0.20;293.0256;42.0014;74.7902;10.8587;13.2030;5986.0000;6210.0000;6313.0000;0;
9025914;11.3203214;54998.832866;0.2344;0.0338;0.0146;0.0200;0.7361;0.14;293.2633;45.3494;77.9230;12.2069;16.7560;5900.0000;-1.0000;-1.0000;0;
8621353;11.3443514;55005.848346;0.1287;0.0401;0.0182;0.0109;0.4471;0.13;290.5348;44.7743;76.5364;13.6965;17.9530;-1.0000;-1.0000;-1.0000;0;
9962595;11.3744432;54975.455249;0.0241;-1.0000;0.0079;-1.0000;1.0000;0.05;296.3280;46.8396;80.2691;11.0008;14.5850;5118.0000;5264.0000;5488.0000;0;
7422883;11.4145336;54958.945233;0.0476;-1.0000;0.0199;-1.0000;1.0000;0.16;283.6073;43.0042;72.8299;17.6085;11.2540;6639.0000;6826.0000;6831.0000;1;
4847343;11.4169170;55005.987387;0.0001;-1.0000;0.1147;-1.0000;1.0000;-1.00;294.9517;39.9294;73.6115;8.6098;12.8370;6272.0000;5134.0000;6357.0000;0;
4470124;11.4389838;54999.042124;-0.0006;-1.0000;0.1368;-1.0000;1.0000;-1.00;293.1966;39.5072;72.5946;9.6061;14.9210;6260.0000;-1.0000;-1.0000;0;
10419211;11.5214272;54969.275098;0.0172;-1.0000;0.0117;-1.0000;1.0000;0.08;297.0799;47.5974;81.1953;10.9110;15.4720;5572.0000;5803.0000;5826.0000;0;
8453191;11.5535307;54976.094839;0.1360;0.1240;0.0243;0.0234;0.5004;0.22;298.7975;44.4180;78.9772;8.3132;13.3560;6044.0000;6295.0000;6402.0000;0;
9665503;11.5679789;54970.340042;0.3733;0.1389;0.0182;0.0137;0.6536;0.13;297.7376;46.3581;80.3118;9.9200;15.2170;5141.0000;5391.0000;5315.0000;0;
11073223;11.5789467;54964.797021;0.2880;0.1363;0.0137;0.0260;0.6549;0.11;285.7144;48.6018;78.8771;18.2243;15.0030;5800.0000;6084.0000;5391.0000;0;
3852655;11.6290580;55000.716753;0.0001;-1.0000;0.0125;-1.0000;1.0000;0.10;292.0819;38.9150;71.6601;10.1051;13.2560;5822.0000;6071.0000;6117.0000;0;
5955321;11.6378818;54975.752564;0.4145;0.4031;0.0115;0.0332;0.4956;0.16;290.1827;41.2166;73.1161;12.4225;15.3850;6169.0000;6366.0000;6387.0000;0;
10611450;11.6527485;54997.221223;-0.0008;-1.0000;0.1396;-1.0000;1.0000;-1.00;296.1244;47.8307;81.0954;11.5878;14.4030;6257.0000;6446.0000;6267.0000;0;
6185717;11.7022037;54972.430554;0.0268;0.0012;0.0088;0.0072;0.5349;0.06;284.4613;41.5618;71.6673;16.4931;13.3930;5901.0000;6216.0000;5803.0000;0;
10874926;11.7031072;54966.720995;0.0039;0.0018;0.0066;0.0106;0.6318;0.04;296.9327;48.2665;81.7472;11.3162;15.0030;5737.0000;5986.0000;5955.0000;0;
8479386;11.7207557;54973.703543;0.3326;0.3071;0.0318;0.0284;0.5002;0.28;284.2785;44.5940;74.5699;17.7247;13.9550;5979.0000;6302.0000;-9999.0000;1;
10019399;11.8057204;54954.244191;0.0018;-1.0000;0.0064;-1.0000;1.0000;0.04;294.9161;46.9450;79.9071;11.9042;12.8290;-1.0000;-1.0000;-1.0000;1;
8414159;11.9311328;54975.852889;0.2869;0.0498;0.0160;0.0126;0.4999;0.12;284.1237;44.4404;74.3778;17.7731;14.3780;5802.0000;6116.0000;5963.0000;0;
2852560;11.9613082;54964.912445;0.2868;0.1890;0.0135;0.0224;0.7143;0.09;291.4660;38.0050;70.6142;10.1265;15.3080;5381.0000;5571.0000;5440.0000;0;
7466863;11.9711385;54968.164226;0.0004;-1.0000;0.0091;-1.0000;1.0000;0.06;297.4010;43.0428;77.2640;8.5063;13.7680;6035.0000;6328.0000;6260.0000;1;
10874226;11.9736249;54972.249779;0.0045;0.0035;0.0082;0.0127;0.4618;0.05;296.7163;48.2113;81.6280;11.4170;15.1750;5930.0000;6168.0000;6053.0000;0;
4949187;11.9773917;54997.748947;0.0008;-1.0000;0.0861;-1.0000;1.0000;-1.00;297.9250;40.0884;74.8727;6.6996;13.8240;6307.0000;6622.0000;6833.0000;0;
6301030;11.9911576;55000.247999;0.2516;0.2744;0.0209;0.0181;0.6933;0.14;296.2964;41.6046;75.5918;8.5185;17.7770;5727.0000;-1.0000;-1.0000;0;
4450976;12.0448690;54956.109541;0.0018;0.0011;0.1115;0.2581;0.3200;-1.00;287.3733;39.5261;70.6220;13.6611;12.0280;5836.0000;6191.0000;6435.0000;0;
9579192;12.0835421;54960.531202;0.0442;0.0072;0.0248;0.0174;0.6857;0.16;287.6319;46.2987;77.1357;16.1707;12.3440;6612.0000;6769.0000;6660.0000;0;
5880320;12.1096393;54973.212603;0.0003;-1.0000;0.0249;-1.0000;1.0000;0.20;293.0846;41.1354;74.0253;10.4267;14.3480;6400.0000;6678.0000;6712.0000;1;
7336754;12.1552451;54966.766309;0.0805;0.0282;0.0209;0.0230;0.5084;0.16;281.4969;42.9061;72.1667;19.0224;13.9640;5546.0000;5800.0000;5799.0000;0;
10454401;12.1807225;54972.345207;0.3836;0.3148;0.0115;0.0234;0.5258;0.12;284.3172;47.6786;77.6229;18.7782;15.3860;5568.0000;5724.0000;5696.0000;0;
5771719;12.2648770;54972.304212;0.0117;-1.0000;0.0155;-1.0000;1.0000;0.11;284.6489;41.0150;71.1943;16.1573;14.1370;5425.0000;5535.0000;5509.0000;1;
4159347;12.2835553;54958.227660;0.0005;-1.0000;0.0104;-1.0000;1.0000;0.10;292.0311;39.2455;71.9418;10.2893;13.1670;5912.0000;6211.0000;6346.0000;1;
11499757;12.3143985;54967.251422;0.3515;0.2739;0.0174;0.0227;0.6297;0.13;287.7262;49.4353;80.1939;17.2955;14.7600;5997.0000;6232.0000;6000.0000;0;
11409673;12.3178693;54998.146632;-0.0028;-1.0000;0.2646;-1.0000;1.0000;-1.00;295.1364;49.2733;82.0986;12.8317;12.8780;7906.0000;-9999.0000;-9999.0000;0;
4847369;12.3500141;55001.737547;-0.0004;-1.0000;0.2031;-1.0000;1.0000;-1.00;294.9584;39.9046;73.5918;8.5935;13.7360;6141.0000;6405.0000;6506.0000;0;
8696442;12.3605529;54996.162544;-0.0003;-1.0000;0.0833;-1.0000;1.0000;-1.00;294.5535;44.8503;77.8888;11.1689;12.8050;-1.0000;-1.0000;-1.0000;0;
4860932;12.3653560;54970.890452;0.0003;-1.0000;0.0168;-1.0000;1.0000;0.10;297.8440;39.9898;74.7555;6.7039;14.5900;5805.0000;6064.0000;6225.0000;0;
8128067;12.4296470;54966.771323;0.0003;-1.0000;0.0215;-1.0000;1.0000;0.15;300.5630;43.9801;79.2500;7.0015;15.6630;5304.0000;5517.0000;5357.0000;0;
5385723;12.4449256;54998.013883;0.0552;0.0452;0.0853;0.0917;0.3902;0.52;297.6555;40.5998;75.2156;7.1330;5.7710;-1.0000;-1.0000;-1.0000;0;
6029130;12.5916320;54967.742093;0.2848;0.2394;0.0149;0.0147;0.5071;0.10;287.0398;41.3289;72.2179;14.6200;14.8320;5160.0000;5291.0000;5628.0000;0;
8508485;12.5957956;55005.644464;0.0004;-1.0000;0.0965;-1.0000;1.0000;-1.00;296.4474;44.5586;78.2687;9.8433;13.1810;6516.0000;6774.0000;6816.0000;0;
8719419;12.6253361;54998.307222;0.0356;-1.0000;0.0108;-1.0000;1.0000;0.07;301.1460;44.8697;80.2335;7.1108;12.9330;6642.0000;6893.0000;6752.0000;0;
5871918;12.6432974;54972.759830;0.2234;0.0720;0.0148;0.0114;0.3978;0.11;290.3489;41.1378;73.0981;12.2757;15.7010;4021.0000;4149.0000;4416.0000;0;
11086270;12.6910470;54970.126393;0.0003;-1.0000;0.0142;-1.0000;1.0000;0.10;292.9291;48.6028;80.8226;13.8367;12.9350;6076.0000;6314.0000;6383.0000;1;
10002261;12.7137942;54957.216643;0.0384;-1.0000;0.0084;-1.0000;1.0000;0.06;287.5597;46.9571;77.7499;16.4679;13.1020;-1.0000;-1.0000;-1.0000;1;
8891278;12.7187094;54993.273576;0.0079;-1.0000;0.0064;-1.0000;1.0000;0.04;293.9136;45.1898;77.9869;11.7262;13.8160;-1.0000;-1.0000;-1.0000;1;
11820830;12.7318697;54959.000362;0.0114;-1.0000;0.0113;-1.0000;1.0000;0.08;295.2166;50.0843;82.8654;13.1515;12.0870;7007.0000;7249.0000;7103.0000;0;
6137885;12.7900994;55003.383308;-0.0009;-1.0000;0.1093;-1.0000;1.0000;-1.00;295.8830;41.4747;75.3259;8.7270;12.7890;6088.0000;6343.0000;6351.0000;0;
8312222;12.8232756;54969.176413;0.1083;0.0795;0.0165;0.0187;0.5353;0.14;296.1174;44.2328;77.8639;9.8949;15.6260;5726.0000;6029.0000;5437.0000;0;
5115178;12.8517242;54965.838513;0.0404;0.0324;0.0160;0.0160;0.3667;0.12;295.8449;40.2809;74.2537;8.1780;15.2050;5594.0000;5830.0000;5590.0000;0;
9715939;12.8930288;55000.396998;0.0139;-1.0000;0.0107;-1.0000;1.0000;0.08;294.1699;46.4253;79.1961;12.1245;15.5170;6146.0000;-1.0000;-1.0000;0;
9711769;12.9359091;54971.276518;-0.0001;-1.0000;0.0405;-1.0000;1.0000;-1.00;292.4648;46.4918;78.7252;13.2075;13.3790;6494.0000;6688.0000;7025.0000;0;
6867766;12.9647248;54969.142306;0.0034;-1.0000;0.0053;-1.0000;1.0000;0.03;293.1962;42.3706;75.1838;10.9131;14.3840;5971.0000;6202.0000;6211.0000;0;
3953106;13.1743700;54972.976076;0.1222;0.0560;0.0235;0.0333;0.5004;0.20;291.1798;39.0997;71.5093;10.8147;14.0350;5398.0000;-1.0000;-1.0000;0;
6105491;13.2996383;56903.857649;-0.0001;-1.0000;0.1191;-1.0000;1.0000;-1.00;284.9915;41.4333;71.6988;16.0768;11.9190;6486.0000;6700.0000;6444.0000;0;
2307199;13.4471107;55006.176594;0.0014;-1.0000;0.0094;-1.0000;1.0000;0.07;292.3748;37.6310;70.6055;9.3170;14.0000;6028.0000;6290.0000;6253.0000;1;
11568657;13.4760462;54973.942928;0.0009;-1.0000;0.0705;-1.0000;1.0000;-1.00;296.2798;49.5178;82.6705;12.2822;13.2460;6347.0000;6579.0000;6527.0000;0;
7840035;13.5421000;55004.085454;0.0254;0.0042;0.0131;0.0125;0.2001;0.10;297.2779;43.5696;77.6841;8.8425;16.9000;5287.0000;-1.0000;-1.0000;0;
4359851;13.5423280;55008.493886;-0.0002;-1.0000;0.1395;-1.0000;1.0000;-1.00;290.0829;39.4008;71.4063;11.7102;12.8090;5951.0000;-1.0000;-1.0000;1;
4165960;13.5491781;54970.130555;0.0000;-1.0000;0.0215;-1.0000;1.0000;0.10;293.5709;39.2526;72.5011;9.2319;13.8890;6244.0000;6520.0000;6386.0000;1;
6599919;13.6101053;54843.666732;0.0049;-1.0000;0.0069;-1.0000;1.0000;0.04;289.8978;42.0092;73.7586;12.9523;15.0600;5440.0000;5707.0000;5671.0000;0;
6292925;13.6123475;54999.637550;0.0002;-1.0000;0.1238;-1.0000;1.0000;-1.00;294.2413;41.6198;74.8675;9.8786;9.7170;8159.0000;-9999.0000;-9999.0000;1;
11662440;13.6394573;55004.811546;0.0747;0.0270;0.0086;0.0102;0.7048;0.05;292.2173;49.7079;81.6507;14.7277;15.8520;5252.0000;5439.0000;5559.0000;0;
6141791;13.6590347;54998.492254;-0.0002;-1.0000;0.0759;-1.0000;1.0000;-1.00;296.7550;41.4846;75.6544;8.1602;12.9950;5859.0000;6105.0000;6323.0000;0;
7373255;13.6611061;54997.976421;-0.0007;-1.0000;0.1162;-1.0000;1.0000;-1.00;294.8559;42.9372;76.2663;10.0897;11.5110;6284.0000;6529.0000;6562.0000;1;
10274244;13.6836897;54954.526463;0.1923;0.0112;0.0116;0.0153;0.4552;0.08;291.9364;47.3097;79.3258;13.8844;11.5440;5206.0000;5453.0000;5423.0000;1;
9474222;13.6917881;54966.790781;0.1054;0.0035;0.0161;0.0187;0.7112;0.12;295.3740;46.0427;79.2379;11.2088;13.2750;6400.0000;6595.0000;6493.0000;0;
6631721;13.7382835;54967.429814;0.0007;-1.0000;0.0102;-1.0000;1.0000;0.07;298.1836;42.0131;76.6499;7.4949;13.8050;6153.0000;6405.0000;6311.0000;1;
11704044;13.7653453;55015.229115;0.3293;0.3297;0.0158;0.0140;0.5009;0.13;286.9104;49.8158;80.3630;17.9264;15.7490;5502.0000;5632.0000;5223.0000;0;
6805146;13.7797021;54956.568667;0.0282;-1.0000;0.0244;-1.0000;1.0000;0.16;298.5916;42.2064;76.9718;7.3302;13.2100;6214.0000;6482.0000;6608.0000;0;
3102024;13.7825215;54958.697369;0.2190;0.1542;0.0202;0.0075;0.6986;0.15;287.3561;38.2122;69.3845;13.1346;12.8090;5117.0000;5354.0000;5262.0000;1;
9221398;13.7875200;54955.973793;0.0119;-1.0000;0.0071;-1.0000;1.0000;0.04;293.0929;45.6918;78.1829;12.4658;12.1400;6420.0000;6660.0000;6404.0000;0;
7350038;13.8299417;55004.470351;-0.0001;-1.0000;0.0907;-1.0000;1.0000;-1.00;287.5149;42.9118;73.8650;14.9256;12.2610;-1.0000;-1.0000;-1.0000;0;
11601584;13.9794853;54975.339319;0.0002;-1.0000;0.0062;-1.0000;1.0000;0.07;286.4715;49.6490;80.0925;18.1317;14.1220;5167.0000;5319.0000;5390.0000;1;
1571511;14.0224510;54954.504752;0.0220;-1.0000;0.0260;-1.0000;1.0000;0.17;290.9969;37.1992;69.7133;10.0985;13.4240;5804.0000;6054.0000;6119.0000;0;
6109688;14.0867881;54959.199116;0.1073;0.0065;0.0271;0.0140;0.5456;0.18;286.9136;41.4815;72.3239;14.7676;12.2710;6845.0000;7139.0000;6786.0000;1;
4466356;14.1281577;54998.374352;0.0002;-1.0000;0.0077;-1.0000;1.0000;0.06;292.1824;39.5602;72.2809;10.3267;14.2840;5857.0000;6116.0000;5919.0000;0;
5398002;14.1531749;55009.793719;0.0002;-1.0000;0.1130;-1.0000;1.0000;-1.00;300.0150;40.5270;76.0702;5.5529;11.9800;8527.0000;-9999.0000;-9999.0000;1;
6359798;14.1540383;54959.543281;0.0558;0.0233;0.0113;0.0084;0.2461;0.08;290.3529;41.7697;73.6840;12.5438;12.9320;5452.0000;5693.0000;5650.0000;1;
8703887;14.1709800;55008.607704;0.0154;-1.0000;0.0113;-1.0000;1.0000;0.09;296.9350;44.8503;78.6973;9.6796;11.0540;-1.0000;-1.0000;-1.0000;1;
12459731;14.1812065;55004.425248;0.1567;0.0384;0.0115;0.0153;0.4818;0.08;291.0502;51.3218;82.8628;16.0654;17.4270;6045.0000;-1.0000;-1.0000;0;
9509207;14.1998401;54954.547467;0.1957;0.1844;0.0155;0.0227;0.7346;0.11;282.6682;46.1601;75.7088;19.3266;13.1350;-1.0000;-1.0000;-1.0000;1;
6523216;14.3131559;54956.906624;0.0238;0.0009;0.0280;0.0371;0.5289;0.19;292.0838;41.9150;74.3919;11.4463;13.2540;6200.0000;6492.0000;6378.0000;0;
6531496;14.3239139;55011.179978;0.0582;0.0149;0.0131;0.0156;0.4978;0.10;294.5905;41.9465;75.2840;9.8002;16.0950;5604.0000;-1.0000;-1.0000;0;
10936427;14.3610225;54971.842189;0.4370;0.1686;0.0313;0.0347;0.5014;0.25;298.3438;48.3359;82.2695;10.5269;14.4190;5082.0000;5333.0000;5450.0000;1;
5942093;14.3873075;55008.011703;0.0014;-1.0000;0.0059;-1.0000;1.0000;0.03;284.8745;41.2037;71.4429;16.0712;15.2640;5587.0000;-1.0000;-1.0000;0;
7037540;14.4059109;55294.236375;0.0336;-1.0000;0.0161;-1.0000;1.0000;0.12;293.0204;42.5088;75.2497;11.0913;14.8080;-1.0000;-1.0000;-1.0000;0;
9243795;14.4431301;54957.947084;0.0403;0.0403;0.0203;0.4709;0.0000;0.14;300.1263;45.6336;80.5169;8.1207;12.7320;5505.0000;5793.0000;6059.0000;1;
2437452;14.4699302;54974.816530;0.1178;0.0477;0.0196;0.0234;0.5005;0.16;290.2262;37.7596;69.9493;10.8949;16.9810;5398.0000;5679.0000;-9999.0000;1;
10345478;14.4983870;54972.184503;0.0032;-1.0000;0.0105;-1.0000;1.0000;0.09;294.1210;47.4088;80.0804;12.5960;15.6840;5117.0000;5287.0000;5191.0000;0;
6286161;14.5417852;54999.765372;0.2150;0.0753;0.0141;0.0272;0.4587;0.09;292.1710;41.6213;74.1529;11.2576;16.7090;5735.0000;-1.0000;-1.0000;0;
6286155;14.5418297;54999.666345;0.0041;0.0015;0.0139;0.0247;0.4595;0.13;292.1691;41.6198;74.1509;11.2582;13.7630;5062.0000;5252.0000;5122.0000;0;
9790355;14.5655477;55001.236851;0.0015;-1.0000;0.0879;-1.0000;1.0000;-1.00;298.7419;46.5773;80.8507;9.4257;14.0550;5668.0000;5989.0000;5919.0000;0;
11616594;14.5876122;54969.190695;0.3203;0.2586;0.0868;0.0835;0.4997;0.67;294.7495;49.6556;82.3331;13.2282;11.1700;4554.0000;4725.0000;4738.0000;0;
