##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Oct. 26; 2015; 3:04 p.m.
## Download Date (Y/M/D): 2016/02/01
##
## Query String: {&quot;sort&quot;:&quot;p&quot;;&quot;kics&quot;:[];&quot;campaign&quot;:[&quot;-2&quot;];&quot;etvlong&quot;:1;&quot;cols&quot;:[&quot;sdepth&quot;;&quot;pdepth&quot;;&quot;glon&quot;;&quot;scdata&quot;;&quot;pteff&quot;;&quot;cteff&quot;;&quot;ra&quot;;&quot;bjd0&quot;;&quot;morph&quot;;&quot;glat&quot;;&quot;kic&quot;;&quot;lcdata&quot;;&quot;dec&quot;;&quot;keff&quot;;&quot;p&quot;;&quot;sep&quot;;&quot;pwidth&quot;;&quot;swidth&quot;;&quot;figs&quot;;&quot;kmag&quot;];&quot;etvshort&quot;:1;&quot;incat1&quot;:1;&quot;kois&quot;:[]}
##
#KIC;period;bjd0;pdepth;sdepth;pwidth;swidth;sep;morph;RA;DEC;GLon;GLat;kmag;Teff;Teff(Pinsonneault);Teff(Casagrande);SC;
5290305;0.6205088;55000.301664;0.2966;0.2611;0.1825;0.1778;0.4979;0.80;295.8864;40.4560;74.4242;8.2347;14.2940;6542.0000;-1.0000;-1.0000;0;
7584826;0.6223090;54965.080650;0.2620;0.1112;0.1399;0.1246;0.5033;0.62;282.3465;43.2845;72.7660;18.5684;15.1870;5599.0000;5889.0000;5407.0000;0;
3958488;0.6228910;54954.154703;0.0847;0.0793;0.2752;0.2163;0.5028;0.95;292.6016;39.0632;71.9802;9.8123;13.1040;6939.0000;7223.0000;6989.0000;0;
9837083;0.6233940;55002.313907;0.0455;0.0299;0.0812;0.0843;0.4999;0.52;294.3194;46.6196;79.4209;12.1203;16.1800;-1.0000;-1.0000;-1.0000;0;
10844279;0.6234128;55000.228057;0.1813;0.1696;0.1313;0.1591;0.5005;0.82;282.9292;48.2602;77.8762;19.8480;14.2270;7037.0000;-1.0000;-1.0000;0;
12023089;0.6234413;55001.770498;0.0219;0.0142;0.0856;0.0863;0.5006;0.52;296.5915;50.4900;83.6475;12.5558;15.6260;5115.0000;-1.0000;-1.0000;0;
7378178;0.6242687;55001.837575;0.0885;0.0750;0.0964;0.0532;0.4796;0.71;296.1190;42.9653;76.7351;9.2885;15.9050;5612.0000;-1.0000;-1.0000;0;
8971432;0.6243873;54964.794790;0.0382;-1.0000;0.1052;-1.0000;1.0000;0.56;297.5735;45.2333;79.2590;9.4712;15.4870;5057.0000;5352.0000;5109.0000;0;
5524325;0.6249787;54999.679313;0.1796;0.1706;0.1373;0.1580;0.5028;0.83;288.9038;40.7710;72.2838;13.1090;14.9620;7181.0000;-1.0000;-1.0000;0;
7304911;0.6255508;54954.045742;0.0437;0.0435;0.2056;0.2129;0.5015;0.95;297.8204;42.8854;77.2787;8.1617;12.7690;6683.0000;7014.0000;6579.0000;0;
11193447;0.6258840;54953.977495;0.0452;0.0412;0.0986;0.1028;0.5025;0.64;293.3815;48.8248;81.1616;13.6636;13.3970;-1.0000;-1.0000;-1.0000;0;
7038831;0.6272909;55000.032730;0.0009;-1.0000;0.0774;-1.0000;1.0000;0.63;293.3968;42.5484;75.4134;10.8617;14.3740;6266.0000;6470.0000;6469.0000;0;
10229723;0.6287243;54953.684290;0.2405;0.2059;0.2160;0.1291;0.5015;0.83;299.0200;47.2205;81.5122;9.5811;11.9710;6201.0000;6401.0000;6477.0000;0;
11904038;0.6322198;54953.852260;0.0046;0.0019;0.2690;0.2403;0.5038;0.79;285.6081;50.2963;80.5277;18.8780;12.7840;-1.0000;-1.0000;-1.0000;0;
11509282;0.6340339;54965.036787;0.1894;0.1739;0.1376;0.1774;0.5016;0.83;292.8708;49.4386;81.5839;14.2298;13.7960;7139.0000;-9999.0000;7122.0000;0;
10351767;0.6350697;54965.114615;0.0349;0.0223;0.1098;0.1123;0.5006;0.58;296.3203;47.4066;80.7763;11.2724;14.5390;6113.0000;6337.0000;5792.0000;1;
4037163;0.6354440;55000.227976;0.1386;0.1373;0.1013;0.1013;0.5019;0.59;285.0801;39.1839;69.5688;15.1512;16.6750;-1.0000;-1.0000;-1.0000;0;
3437778;0.6355819;55002.015043;0.4472;0.2139;0.1706;0.1733;0.5039;0.68;289.7997;38.5609;70.5359;11.5456;15.7040;6929.0000;-1.0000;-1.0000;0;
5022908;0.6372483;54999.972021;0.3026;0.2223;0.2175;0.1235;0.5044;0.80;295.0124;40.1778;73.8548;8.6868;14.3090;6696.0000;-1.0000;-1.0000;0;
5716763;0.6406607;54953.978797;0.0005;-1.0000;0.0774;-1.0000;1.0000;0.46;295.1011;40.9867;74.6079;9.0111;12.1070;5672.0000;5975.0000;5676.0000;0;
7013934;0.6413681;54953.767682;0.0673;0.0490;0.2577;0.2273;0.4932;0.90;284.3202;42.5390;72.5747;16.9522;12.9400;7699.0000;-9999.0000;7412.0000;0;
8539850;0.6421045;54964.745399;0.1318;0.1254;0.2230;0.1724;0.5063;0.91;282.0735;44.6869;74.0899;19.2290;13.9240;7238.0000;-9999.0000;7109.0000;0;
11144556;0.6429797;54954.061015;0.2137;0.1855;0.1462;0.1933;0.5016;0.84;295.1192;48.7329;81.5995;12.5970;13.5510;6428.0000;6567.0000;6803.0000;0;
5696909;0.6430031;54964.687693;0.0026;0.0018;0.0649;0.0690;0.4994;0.50;289.0711;40.9788;72.5319;13.0809;14.9840;5451.0000;5705.0000;5754.0000;0;
6103049;0.6431712;54964.888912;0.0435;0.0305;0.1132;0.1130;0.5003;0.59;283.7682;41.4411;71.3497;16.9307;15.1470;5623.0000;5945.0000;5593.0000;0;
3853673;0.6437959;54965.687811;0.0005;-1.0000;0.0860;-1.0000;1.0000;0.54;292.3529;38.9425;71.7819;9.9295;15.1030;5727.0000;6002.0000;5775.0000;1;
9328852;0.6458515;54964.886398;0.3051;0.0699;0.1028;0.0941;0.5004;0.54;284.9971;45.8867;76.0272;17.7146;15.3300;4338.0000;4604.0000;4617.0000;1;
7284688;0.6460432;54953.678043;0.0636;0.0551;0.0980;0.1008;0.4993;0.64;292.6300;42.8293;75.4106;11.4915;11.2340;-1.0000;-1.0000;-1.0000;0;
10007533;0.6480635;54965.039252;0.2077;0.1615;0.2083;0.1588;0.5041;0.87;290.0995;46.9872;78.4869;14.8865;13.8750;6808.0000;7040.0000;6977.0000;0;
3344427;0.6517851;55000.003110;0.3402;0.2108;0.1059;0.1070;0.4983;0.57;292.0024;38.4352;71.1969;9.9438;15.8320;4676.0000;-1.0000;-1.0000;0;
8977390;0.6532608;54954.156954;0.2413;0.2337;0.1405;0.1833;0.5048;0.86;298.9343;45.2977;79.7957;8.6708;13.1050;6427.0000;6732.0000;6777.0000;0;
5820209;0.6560869;54964.813901;0.0887;0.0648;0.1439;0.1796;0.5289;0.81;298.9905;41.0645;76.1323;6.4945;13.4950;4750.0000;5101.0000;4885.0000;0;
7836330;0.6583898;55147.869732;0.0283;-1.0000;0.0583;-1.0000;1.0000;0.63;296.2497;43.5425;77.2948;9.4815;14.2010;5053.0000;5339.0000;5026.0000;0;
7458285;0.6606276;54964.863630;0.3471;0.1888;0.1591;0.2029;0.5069;0.71;295.5428;43.0492;76.6064;9.6990;13.5190;6536.0000;6892.0000;6647.0000;0;
10226388;0.6606574;54954.116530;0.2555;0.2106;0.1078;0.1527;0.5007;0.77;298.1489;47.2772;81.2658;10.1233;10.7720;-1.0000;-1.0000;-1.0000;0;
8579812;0.6610619;55000.069192;0.3894;0.1815;0.1695;0.1846;0.5012;0.68;298.2288;44.6422;78.9691;8.7765;14.8230;6521.0000;-1.0000;-1.0000;0;
2447893;0.6616200;54965.113742;0.1767;0.1193;0.1062;0.1077;0.4990;0.58;292.4240;37.7945;70.7710;9.3571;14.4900;5059.0000;5315.0000;5195.0000;0;
10275747;0.6617485;54954.274697;0.5388;0.1693;0.1562;0.1223;0.5012;0.62;292.5385;47.3644;79.5564;13.5391;12.7960;7362.0000;-9999.0000;6680.0000;0;
7835348;0.6640618;54965.173557;0.1062;0.0961;0.2383;0.2598;0.5085;0.95;295.9784;43.5729;77.2267;9.6687;15.3850;5960.0000;6111.0000;5926.0000;0;
6302051;0.6658734;54953.667645;0.1914;0.1157;0.1088;0.2447;0.5016;0.75;296.5376;41.6707;75.7386;8.3928;13.3330;8041.0000;-9999.0000;-9999.0000;0;
4936680;0.6662267;54999.866063;0.3909;0.1795;0.1680;0.1810;0.5008;0.67;295.2389;40.0822;73.8532;8.4890;14.3120;7905.0000;-1.0000;-1.0000;0;
8285349;0.6671103;54953.778822;0.0734;0.0486;0.2921;0.2482;0.4868;0.90;285.6162;44.2157;74.5660;16.6969;12.2390;6088.0000;6450.0000;5774.0000;0;
4954113;0.6680270;55001.996853;0.0331;0.0246;0.2573;0.2556;0.4999;0.90;298.9136;40.0728;75.2441;6.0392;11.9310;7630.0000;-1.0000;-1.0000;0;
3127873;0.6715256;54964.982325;0.2033;0.1685;0.1442;0.1666;0.5017;0.91;294.0107;38.2636;71.7779;8.4669;15.1530;6069.0000;6285.0000;6408.0000;0;
5615815;0.6742496;55000.135248;0.0311;0.0138;0.2584;0.2839;0.5168;0.80;290.4942;40.8960;72.9232;12.0727;14.8140;7128.0000;-1.0000;-1.0000;0;
6692340;0.6748494;54954.126755;0.0145;0.0178;0.2366;0.2401;0.4747;0.95;292.0900;42.1384;74.5983;11.5412;13.3300;6270.0000;6528.0000;6378.0000;0;
4571536;0.6767150;54964.766088;0.0003;-1.0000;0.0599;-1.0000;1.0000;0.50;294.3452;39.6839;73.1699;8.9046;15.7130;5134.0000;-1.0000;-1.0000;0;
6531485;0.6769904;54964.798481;0.0203;0.0164;0.0860;0.0912;0.5000;0.54;294.5879;41.9143;75.2542;9.7869;15.5530;5587.0000;5843.0000;5465.0000;0;
10095469;0.6777628;54999.865835;0.4688;0.1080;0.1539;0.1383;0.5007;0.60;298.7059;47.0348;81.2410;9.6742;14.6930;6261.0000;-1.0000;-1.0000;0;
7051984;0.6781334;54964.539453;0.0001;-1.0000;0.0843;-1.0000;1.0000;0.54;296.7019;42.5087;76.5392;8.6932;12.7710;5438.0000;5601.0000;5664.0000;0;
11027722;0.6781374;54965.137801;0.0009;-1.0000;0.0629;-1.0000;1.0000;0.47;290.9058;48.5318;80.1754;15.0219;14.2910;6212.0000;6482.0000;6507.0000;1;
10972830;0.6784503;54999.995123;0.0002;-1.0000;0.2691;-1.0000;1.0000;0.95;290.3996;48.4659;79.9716;15.3015;10.1730;-1.0000;-1.0000;-1.0000;0;
7620664;0.6837179;54965.290789;0.1058;0.0956;0.1881;0.2334;0.5029;0.94;295.5619;43.2058;76.7531;9.7608;13.1120;6362.0000;6606.0000;6738.0000;0;
8183540;0.6842068;55000.676717;0.2112;0.1892;0.1549;0.1993;0.5051;0.87;297.4091;44.0351;78.1421;8.9876;14.2650;6431.0000;-1.0000;-1.0000;0;
12554536;0.6844956;54953.964623;0.3347;0.1075;0.1675;0.1368;0.5002;0.63;289.1315;51.5381;82.5863;17.2518;12.8190;7443.0000;-9999.0000;6979.0000;0;
11618883;0.6848719;55139.442410;0.1996;0.1821;0.1892;0.1822;0.5021;0.84;295.6881;49.6163;82.5790;12.6682;13.3770;4347.0000;4457.0000;-9999.0000;0;
8248812;0.6853660;54964.767313;0.2331;0.1489;0.1728;0.1787;0.4993;0.66;296.9062;44.1675;78.0812;9.3675;13.4170;7018.0000;-9999.0000;6824.0000;0;
2970804;0.6869923;54964.658323;0.0071;-1.0000;0.1486;-1.0000;1.0000;0.61;286.1070;38.1076;68.8750;13.9891;9.1600;-1.0000;-1.0000;-1.0000;0;
9692336;0.6878983;55000.366656;0.2936;0.1537;0.1668;0.1688;0.4996;0.63;282.1741;46.4568;75.8869;19.7465;17.4900;-1.0000;-1.0000;-1.0000;0;
4077442;0.6928422;54954.130321;0.0972;0.0703;0.1019;0.0918;0.4982;0.59;296.3414;39.1406;73.4347;7.2906;13.5120;4523.0000;4750.0000;4879.0000;0;
8182360;0.6951457;55000.391925;0.0922;0.0637;0.1873;0.1801;0.5002;0.66;297.1259;44.0251;78.0326;9.1605;15.3210;6904.0000;-1.0000;-1.0000;0;
8435247;0.6961296;55288.002380;0.0202;-1.0000;0.0640;-1.0000;1.0000;0.57;293.5390;44.4949;77.2312;11.6499;15.4640;5046.0000;-1.0000;-1.0000;1;
5077994;0.6962874;54954.086678;0.2323;0.2271;0.1409;0.1402;0.5001;0.67;283.7115;40.2359;70.1638;16.5252;12.6680;5620.0000;5858.0000;5566.0000;0;
3956881;0.6969455;54964.961529;0.0583;0.0678;0.2528;0.2422;0.5041;0.95;292.1783;39.0760;71.8403;10.1110;14.9340;5574.0000;5713.0000;5465.0000;0;
6665064;0.6983698;54964.697452;0.0015;-1.0000;0.0746;-1.0000;1.0000;0.52;281.6500;42.1321;71.4384;18.6525;15.1830;5780.0000;6119.0000;5521.0000;0;
11197853;0.6984615;54999.774875;0.0001;-1.0000;0.0721;-1.0000;1.0000;0.48;295.3422;48.8562;81.7804;12.5222;13.5860;4981.0000;5277.0000;4985.0000;0;
11076176;0.6999861;54964.837773;0.4081;-1.0000;0.1242;-1.0000;1.0000;0.58;287.5766;48.6794;79.4211;17.1056;15.6670;5034.0000;5285.0000;4947.0000;0;
7433513;0.7011190;54965.256118;0.1476;0.0525;0.1626;0.3181;0.5514;0.70;288.1163;43.0943;74.2195;14.5951;15.4500;5466.0000;5744.0000;5741.0000;0;
9149789;0.7050231;54964.668680;0.0002;-1.0000;0.0878;-1.0000;1.0000;0.54;289.8589;45.5038;77.0170;14.4328;14.8670;5311.0000;5484.0000;5700.0000;0;
12108333;0.7054482;54954.106577;0.3498;0.2816;0.1341;0.1335;0.5003;0.62;289.9579;50.6611;81.9479;16.4362;13.2280;5710.0000;6015.0000;-9999.0000;0;
8094140;0.7064291;54965.145978;0.3507;0.1264;0.0816;0.0802;0.5008;0.50;290.5572;43.9874;75.8091;13.3508;15.1590;4200.0000;4346.0000;4487.0000;0;
10259530;0.7072062;54964.588439;0.2557;0.2416;0.1251;0.1807;0.5078;0.86;284.9397;47.3354;77.4368;18.2648;12.1210;7736.0000;-1.0000;-1.0000;0;
5123176;0.7078436;54953.903419;0.2796;0.2671;0.1286;0.1500;0.5037;0.82;297.6401;40.2361;74.8919;6.9620;11.4610;6750.0000;7041.0000;6891.0000;1;
9475663;0.7080268;54953.842439;0.0414;0.0277;0.1853;0.2704;0.5120;0.80;295.8615;46.0975;79.4481;10.9352;12.4940;7790.0000;-9999.0000;7393.0000;0;
11017077;0.7085639;54965.100945;0.3420;0.1366;0.1660;0.2009;0.5046;0.68;284.7395;48.5591;78.5987;18.8143;13.4480;-1.0000;-1.0000;-1.0000;0;
8231231;0.7116099;54954.089687;0.0159;0.0118;0.2667;0.2306;0.5025;0.88;291.0407;44.1157;76.0800;13.0906;12.3030;6621.0000;-1.0000;-1.0000;0;
9551200;0.7119216;54964.905263;0.0633;-1.0000;0.0733;-1.0000;1.0000;0.56;300.1193;46.1449;80.9581;8.3869;15.2160;5059.0000;5301.0000;5093.0000;0;
9767437;0.7127220;54953.750593;0.0363;0.0302;0.0820;0.0728;0.5063;0.67;290.4944;46.5364;78.1763;14.4552;12.8420;4770.0000;5039.0000;5079.0000;0;
2988984;0.7130196;54999.991556;0.2018;0.1939;0.1275;0.1621;0.5009;0.82;291.2880;38.1720;70.7023;10.3265;15.3160;7160.0000;-1.0000;-1.0000;0;
6469946;0.7158021;55003.342964;0.0024;-1.0000;0.0774;-1.0000;1.0000;0.52;298.9068;41.8356;76.7687;6.9407;15.5790;5097.0000;5221.0000;5381.0000;0;
9752973;0.7167094;55000.170599;0.0001;-1.0000;0.0552;-1.0000;1.0000;0.43;282.1948;46.5229;75.9582;19.7545;10.0470;5865.0000;6147.0000;6222.0000;1;
5357682;0.7177063;55000.234001;0.1218;0.0712;0.2484;0.2606;0.5308;0.83;290.3048;40.5700;72.5591;12.0615;14.6250;6435.0000;-1.0000;-1.0000;0;
8155368;0.7186437;54964.892030;0.2092;0.0725;0.1112;0.1104;0.5013;0.57;287.8048;44.0492;75.0329;15.1825;15.1210;5525.0000;5841.0000;-9999.0000;0;
9453192;0.7188371;54964.889020;0.2286;0.1771;0.2279;0.1455;0.5028;0.83;286.0059;46.0489;76.4524;17.1202;14.0220;6729.0000;6933.0000;6622.0000;0;
11303526;0.7200905;54954.138339;0.1198;0.1019;0.1638;0.1940;0.5006;0.86;294.9456;49.0303;81.8185;12.8333;13.0020;6471.0000;6654.0000;6934.0000;0;
7839027;0.7206929;54964.819304;0.1261;0.0967;0.1959;0.2729;0.5102;0.88;297.0186;43.5300;77.5564;8.9873;13.8420;7500.0000;-9999.0000;6929.0000;0;
9944201;0.7215230;54964.707778;0.0223;0.0067;0.0796;0.0832;0.5010;0.50;288.4909;46.8050;77.8592;15.8220;15.0690;4737.0000;4995.0000;4966.0000;0;
12352712;0.7220650;54999.935357;0.2033;0.1673;0.2175;0.1603;0.5013;0.90;288.9991;51.1113;82.1398;17.1675;16.8000;6667.0000;-1.0000;-1.0000;0;
9350889;0.7259480;54954.241650;0.2522;0.2253;0.2408;0.1530;0.4980;0.89;295.0918;45.8428;78.9646;11.2902;13.5720;6725.0000;6921.0000;6996.0000;0;
6865626;0.7267678;54964.842153;0.1766;0.0932;0.1274;0.0909;0.5013;0.66;292.5733;42.3502;74.9542;11.3150;13.8300;5611.0000;5890.0000;5738.0000;0;
3228824;0.7309423;54970.345617;0.0005;-1.0000;0.1614;-1.0000;1.0000;0.64;289.7648;38.3524;70.3320;11.4800;15.7360;4606.0000;-1.0000;-1.0000;0;
3228863;0.7309440;54954.262345;0.4821;0.2801;0.1587;0.1203;0.5003;0.65;289.7748;38.3668;70.3487;11.4792;11.8160;6561.0000;6813.0000;6605.0000;0;
5703230;0.7314739;54954.358193;0.0484;0.0422;0.2570;0.2321;0.5077;0.93;291.0714;40.9170;73.1360;11.6888;11.7950;7748.0000;-9999.0000;7289.0000;0;
6669809;0.7337378;54953.998571;0.2424;0.1141;0.1534;0.1101;0.5021;0.65;283.9097;42.1310;72.0615;17.0851;10.7630;7239.0000;-9999.0000;6878.0000;1;
10383620;0.7345628;54954.126474;0.2327;0.1484;0.1655;0.1670;0.5005;0.64;280.8377;47.5790;76.7166;20.9648;12.8300;7470.0000;-9999.0000;7274.0000;0;
4451148;0.7359835;54954.385644;0.1340;0.0992;0.1534;0.2426;0.5088;0.82;287.4395;39.5515;70.6673;13.6249;11.1740;6579.0000;6780.0000;6505.0000;1;
4762887;0.7365737;54964.770988;0.0200;0.0179;0.2657;0.2328;0.4984;0.95;295.9128;39.8472;73.8956;7.9231;14.3660;6556.0000;6755.0000;6970.0000;0;
10119517;0.7374940;54954.000876;0.0348;0.0319;0.2497;0.2833;0.5130;0.95;281.4811;47.1227;76.3970;20.4091;9.9120;6225.0000;6456.0000;6478.0000;1;
5770860;0.7375618;54965.270153;0.1171;0.1045;0.1673;0.2066;0.5045;0.88;284.1901;41.0250;71.0687;16.4820;13.8570;6391.0000;6635.0000;6737.0000;0;
10711646;0.7376522;54964.686206;0.1035;0.0579;0.0745;0.0602;0.5010;0.51;282.4360;48.0978;77.6001;20.1072;15.7870;4339.0000;4588.0000;4295.0000;0;
2449084;0.7397571;55000.319865;0.3852;0.1618;0.1975;0.1941;0.5025;0.70;292.6956;37.7720;70.8503;9.1560;15.0180;6177.0000;-1.0000;-1.0000;0;
8590527;0.7397700;54953.870653;0.0212;0.0058;0.0908;0.0926;0.5001;0.53;301.0482;44.6030;79.9680;7.0303;11.6340;6216.0000;6490.0000;6343.0000;1;
3848972;0.7410574;55001.998566;0.0019;0.0017;0.0576;0.0562;0.5001;0.46;291.0713;38.9990;71.3794;10.8457;14.4890;5286.0000;5517.0000;5437.0000;0;
4554004;0.7425074;55000.152874;0.1822;0.0776;0.1248;0.0948;0.5009;0.62;289.4853;39.6845;71.4659;12.2482;15.0900;6210.0000;-1.0000;-1.0000;0;
7119757;0.7429222;54965.303131;0.1664;0.1455;0.1226;0.1157;0.5013;0.64;292.3985;42.6299;75.1511;11.5550;15.6080;5072.0000;5371.0000;4894.0000;0;
2719436;0.7434797;54999.715360;0.1982;0.1284;0.1821;0.1839;0.5015;0.67;292.8332;37.9371;71.0494;9.1355;14.0150;7041.0000;7301.0000;7191.0000;1;
8539720;0.7444991;54953.983567;0.1745;0.1445;0.2118;0.1923;0.5017;0.85;281.9884;44.6365;74.0182;19.2692;12.9250;6351.0000;6429.0000;6658.0000;0;
10724533;0.7450918;54954.391541;0.1270;0.0779;0.1063;0.2545;0.5033;0.76;289.1585;48.0972;79.2790;15.9123;9.0380;-1.0000;-1.0000;-1.0000;0;
11408810;0.7492874;54953.868542;0.0108;0.0043;0.2881;0.2283;0.5013;0.80;294.7304;49.2944;81.9957;13.0777;12.6070;7555.0000;-9999.0000;-9999.0000;0;
10905804;0.7510975;54964.887166;0.1700;0.0808;0.1659;0.1893;0.5012;0.68;283.6692;48.3342;78.1217;19.4070;14.4170;8000.0000;-9999.0000;7177.0000;0;
7220320;0.7521576;55000.142187;0.0299;0.0172;0.1050;0.1019;0.5007;0.56;297.1082;42.7529;76.9022;8.5512;14.0820;5533.0000;-1.0000;-1.0000;0;
7707742;0.7583544;54999.750847;0.5395;0.1369;0.1514;0.1182;0.5007;0.61;298.8995;43.3956;78.1225;7.7350;16.9750;6918.0000;-1.0000;-1.0000;0;
5529643;0.7597663;54964.790332;0.0005;-1.0000;0.2328;-1.0000;1.0000;0.62;290.5111;40.7086;72.7559;11.9801;15.9320;5902.0000;6158.0000;5682.0000;0;
7941635;0.7627242;54965.413382;0.0097;-1.0000;0.0917;-1.0000;1.0000;0.52;283.5701;43.7361;73.5379;17.8946;14.5000;5131.0000;5230.0000;5363.0000;0;
6549491;0.7646535;54964.733730;0.0095;0.0037;0.2669;0.2345;0.5083;0.79;298.7572;41.9771;76.8348;7.1083;14.9150;5597.0000;6015.0000;5013.0000;0;
4455763;0.7662980;55003.000749;0.0195;-1.0000;0.0906;-1.0000;1.0000;0.52;289.0765;39.5704;71.2234;12.4849;15.5810;6059.0000;6310.0000;5685.0000;0;
6283224;0.7664732;55003.357462;0.2019;0.1521;0.1006;0.0972;0.4995;0.56;291.1915;41.6672;73.8659;11.9349;15.5720;5100.0000;-1.0000;-1.0000;0;
8479107;0.7675766;54964.817985;0.1618;0.0974;0.0855;0.0811;0.5007;0.53;284.1256;44.5506;74.4865;17.8110;14.9520;5046.0000;5333.0000;5007.0000;0;
6432059;0.7697398;54964.754300;0.0117;-1.0000;0.0894;-1.0000;1.0000;0.54;288.0399;41.8184;72.9910;14.1317;14.8400;5412.0000;5685.0000;5532.0000;0;
3218683;0.7716695;54965.118326;0.3336;0.2787;0.1321;0.1333;0.4983;0.69;286.4006;38.3762;69.2239;13.8861;15.9980;5119.0000;5389.0000;5099.0000;0;
7733540;0.7725821;54964.614024;0.0017;-1.0000;0.1885;-1.0000;1.0000;0.78;283.0138;43.4831;73.1397;18.1825;15.2140;3918.0000;-9999.0000;-9999.0000;0;
7023917;0.7728420;54953.888778;0.0735;0.0619;0.1248;0.0852;0.4996;0.71;288.7184;42.5023;73.8461;13.9512;10.1150;-1.0000;-1.0000;-1.0000;0;
9637239;0.7730257;54954.062934;0.1249;0.0983;0.2611;0.2138;0.5060;0.91;285.7333;46.3782;76.7011;17.4161;13.0460;7237.0000;-9999.0000;7121.0000;0;
7457163;0.7746042;54954.116481;0.0858;0.0654;0.1952;0.2741;0.5100;0.88;295.2739;43.0600;76.5220;9.8773;12.4420;6155.0000;6446.0000;6394.0000;0;
10789421;0.7768524;54953.919448;0.0054;0.0034;0.2474;0.2511;0.5140;0.85;288.5773;48.1295;79.1529;16.2824;11.8490;-1.0000;-1.0000;-1.0000;0;
6443392;0.7769761;54953.619364;0.0207;0.0118;0.0913;0.0921;0.5010;0.53;291.9930;41.8841;74.3330;11.4932;12.7230;-1.0000;-1.0000;-1.0000;1;
8190491;0.7778768;54965.196015;0.0356;0.0283;0.2615;0.2377;0.4643;0.95;299.0898;44.0671;78.7775;7.9556;14.2500;5972.0000;6319.0000;6062.0000;0;
8265951;0.7799575;54954.244147;0.2940;0.2526;0.1995;0.1405;0.5037;0.81;301.3487;44.1879;79.7259;6.6295;12.7340;7044.0000;-9999.0000;6943.0000;0;
8620561;0.7820467;55002.205025;0.2366;0.1327;0.0883;0.0856;0.5007;0.53;290.2672;44.7114;76.3958;13.8428;16.7840;4596.0000;-1.0000;-1.0000;0;
8953296;0.7842945;54965.226457;0.2238;0.0559;0.1460;0.1263;0.5022;0.60;291.9387;45.2222;77.3872;12.9887;13.9010;6346.0000;-1.0000;-1.0000;0;
9935245;0.7848598;55000.295785;0.2948;0.1334;0.1382;0.0871;0.5042;0.63;283.2130;46.8350;76.5152;19.1981;16.2560;5400.0000;-1.0000;-1.0000;0;
7690843;0.7862605;54954.158345;0.0554;0.0284;0.1556;0.1351;0.5011;0.64;294.5265;43.3965;76.5660;10.5159;11.0830;4827.0000;5006.0000;4865.0000;0;
10934755;0.7864843;54964.842450;0.3877;0.1612;0.2038;0.2509;0.5013;0.68;297.7075;48.3377;82.0621;10.8975;14.3970;7645.0000;-9999.0000;-9999.0000;0;
8579707;0.7885922;54953.851710;0.0352;0.0304;0.2449;0.3171;0.5036;0.95;298.2065;44.6646;78.9808;8.8013;11.5440;6244.0000;6464.0000;6641.0000;1;
12785282;0.7887499;54953.956353;0.1540;0.1153;0.1322;0.1275;0.5012;0.64;290.4712;52.0285;83.3919;16.6743;13.5180;6924.0000;7168.0000;7102.0000;0;
11179657;0.7889122;55001.967587;0.0180;0.0179;0.3060;0.3049;0.5020;0.99;285.5915;48.8479;79.0899;18.3866;17.0650;-1.0000;-1.0000;-1.0000;1;
6187893;0.7891676;54954.087252;0.0644;0.0258;0.1393;0.1422;0.5008;0.60;285.5196;41.5501;71.9677;15.7555;11.7020;5103.0000;5479.0000;5124.0000;0;
10186945;0.7936710;54964.784152;0.0002;-1.0000;0.0672;-1.0000;1.0000;0.49;281.4407;47.2465;76.5132;20.4740;14.5490;4894.0000;4984.0000;4916.0000;0;
5439790;0.7960862;54954.502903;0.3373;0.3026;0.1922;0.1854;0.5002;0.81;289.1206;40.6505;72.2421;12.9094;13.2480;6566.0000;6793.0000;7022.0000;0;
3556229;0.7967202;55000.337470;0.1545;0.0481;0.1484;0.1295;0.5010;0.61;294.3519;38.6047;72.2094;8.3917;17.6560;-1.0000;-1.0000;-1.0000;0;
9784230;0.7981975;55000.487561;0.2372;0.2169;0.0900;0.0881;0.5007;0.55;296.9905;46.5990;80.2734;10.4868;17.5790;-1.0000;-1.0000;-1.0000;0;
8166095;0.7991270;55000.088895;0.0542;0.0377;0.1724;0.1692;0.5003;0.78;291.9283;44.0960;76.3435;12.5070;16.3170;7362.0000;-1.0000;-1.0000;0;
5647008;0.7998617;54965.008851;0.0093;-1.0000;0.0620;-1.0000;1.0000;0.56;298.5268;40.8584;75.7746;6.6916;14.3350;5444.0000;5547.0000;5592.0000;0;
6805779;0.8019212;55000.932684;0.0248;0.0220;0.2600;0.2328;0.5050;0.95;298.7236;42.2586;77.0669;7.2722;13.0840;6200.0000;6431.0000;6625.0000;0;
6279974;0.8052593;54965.096880;0.0012;-1.0000;0.0690;-1.0000;1.0000;0.43;290.1265;41.6011;73.4538;12.6247;13.7420;6022.0000;6285.0000;6160.0000;0;
3633901;0.8073870;54999.655075;0.0213;0.0115;0.2606;0.2330;0.4943;0.84;287.9176;38.7873;70.1086;12.9724;14.9440;7184.0000;-1.0000;-1.0000;0;
5991936;0.8074357;55007.926256;0.0010;-1.0000;0.2869;-1.0000;1.0000;0.98;299.5486;41.2414;76.5016;6.2241;13.4240;8630.0000;-9999.0000;-9999.0000;0;
